trial_ID	direction	stop_trial	jitter	block
0	0	1	1.0	1
1	1	0	2.0	1
2	1	0	1.0	1
3	1	0	1.5	1
4	1	0	1.0	1
5	0	0	1.0	1
6	0	0	1.0	1
7	0	1	1.0	1
8	1	0	0.5	1
9	0	0	1.5	1
10	0	1	0.5	1
11	0	0	0.5	1
12	0	0	0.5	1
13	0	0	2.0	1
14	1	1	1.0	1
15	0	0	1.0	1
16	1	0	1.5	1
17	1	0	2.0	1
18	0	0	1.0	1
19	0	1	0.5	1
20	1	0	0.5	1
21	1	0	0.5	1
22	1	0	1.0	1
23	0	0	0.5	1
24	1	0	2.0	1
25	0	0	0.5	1
26	1	1	0.5	1
27	0	0	1.5	1
28	0	1	1.5	1
29	1	0	2.0	1
30	0	1	0.5	1
31	0	0	1.5	1
32	0	0	1.5	1
33	0	0	2.0	1
34	1	0	1.5	1
35	0	0	1.0	1
36	1	0	1.0	1
37	1	0	2.0	1
38	1	1	2.0	1
39	1	0	1.0	1
40	0	0	2.0	1
41	1	1	1.5	1
42	0	1	0.5	1
43	0	0	0.5	1
44	1	0	1.0	1
45	0	0	2.0	1
46	1	0	0.5	1
47	1	0	2.0	1
48	1	0	2.0	1
49	0	0	0.5	1
50	0	0	1.0	1
51	1	0	1.5	1
52	1	0	0.5	1
53	1	0	0.5	1
54	1	0	0.5	1
55	1	1	2.0	1
56	0	0	1.5	1
57	1	0	1.0	1
58	1	1	1.5	1
59	0	0	1.5	1
60	0	0	2.0	1
61	1	0	1.5	1
62	1	0	2.0	1
63	1	0	1.0	1
64	0	0	0.5	1
65	0	0	1.0	1
66	0	0	1.5	1
67	1	0	2.0	1
68	0	1	1.0	1
69	1	1	2.0	1
70	1	0	1.0	1
71	1	0	1.5	1
72	0	1	0.5	1
73	0	0	1.0	1
74	0	1	1.5	1
75	0	0	1.0	1
76	0	0	0.5	1
77	0	1	2.0	1
78	0	0	0.5	1
79	1	0	0.5	1
80	1	1	1.0	1
81	1	0	2.0	1
82	0	0	2.0	1
83	0	0	1.0	1
84	1	0	1.5	1
85	0	1	1.0	1
86	1	0	1.0	1
87	1	0	2.0	1
88	0	0	1.5	1
89	1	0	1.5	1
90	0	0	1.5	1
91	0	0	1.5	1
92	0	1	1.0	1
93	1	1	1.0	1
94	0	0	1.0	1
95	1	0	2.0	1
96	0	0	2.0	1
97	1	0	1.5	1
98	1	0	1.0	1
99	1	0	2.0	1
100	0	0	2.0	1
101	0	1	2.0	1
102	0	0	1.0	1
103	0	1	0.5	1
104	0	0	0.5	1
105	1	1	1.0	1
106	1	0	0.5	1
107	1	0	2.0	1
108	0	0	0.5	1
109	0	0	1.0	1
110	1	1	0.5	1
111	1	0	2.0	1
112	0	0	0.5	1
113	1	1	1.5	1
114	0	0	1.5	1
115	0	0	1.0	1
116	1	1	2.0	1
117	1	1	0.5	1
118	1	0	1.0	1
119	1	0	1.0	1
120	0	1	0.5	1
121	1	1	0.5	1
122	1	0	1.5	1
123	0	0	0.5	1
124	0	0	0.5	1
125	1	0	0.5	1
126	1	1	1.5	1
127	0	0	0.5	1
0	0	0	1.0	2
1	0	0	1.0	2
2	0	0	1.5	2
3	1	0	1.5	2
4	0	1	2.0	2
5	0	0	1.5	2
6	0	0	0.5	2
7	1	1	2.0	2
8	0	0	0.5	2
9	1	1	0.5	2
10	1	0	2.0	2
11	1	0	1.0	2
12	1	1	1.5	2
13	0	0	0.5	2
14	0	0	0.5	2
15	1	0	0.5	2
16	0	1	1.5	2
17	1	0	1.0	2
18	0	1	1.0	2
19	1	0	2.0	2
20	0	0	2.0	2
21	1	0	1.5	2
22	1	0	1.5	2
23	0	0	2.0	2
24	1	1	1.0	2
25	1	0	1.5	2
26	0	1	0.5	2
27	0	0	1.5	2
28	0	0	2.0	2
29	0	0	1.0	2
30	0	0	1.5	2
31	0	0	2.0	2
32	0	0	2.0	2
33	1	0	0.5	2
34	1	0	0.5	2
35	0	1	1.5	2
36	0	0	1.0	2
37	0	0	1.0	2
38	0	0	0.5	2
39	1	0	2.0	2
40	1	0	2.0	2
41	0	0	2.0	2
42	1	0	0.5	2
43	1	0	1.5	2
44	1	0	0.5	2
45	1	0	2.0	2
46	0	1	0.5	2
47	0	1	0.5	2
48	1	0	1.0	2
49	0	0	1.0	2
50	1	0	1.0	2
51	0	0	1.5	2
52	0	0	1.5	2
53	0	0	1.5	2
54	1	0	0.5	2
55	1	1	1.0	2
56	1	0	0.5	2
57	1	0	0.5	2
58	0	0	0.5	2
59	0	1	0.5	2
60	0	0	0.5	2
61	0	0	0.5	2
62	1	0	0.5	2
63	0	0	2.0	2
64	0	0	1.5	2
65	0	0	0.5	2
66	0	1	1.5	2
67	0	0	2.0	2
68	1	1	0.5	2
69	0	0	1.5	2
70	0	1	0.5	2
71	0	1	2.0	2
72	1	0	1.5	2
73	0	0	1.0	2
74	0	0	1.0	2
75	1	0	0.5	2
76	0	0	2.0	2
77	0	0	1.5	2
78	0	1	2.0	2
79	1	0	0.5	2
80	0	0	1.5	2
81	0	0	1.5	2
82	1	1	2.0	2
83	1	1	1.0	2
84	0	0	1.0	2
85	1	0	2.0	2
86	1	0	1.5	2
87	1	0	0.5	2
88	1	0	0.5	2
89	1	1	1.5	2
90	1	0	0.5	2
91	1	0	1.0	2
92	1	0	2.0	2
93	0	0	1.0	2
94	1	0	0.5	2
95	0	0	1.0	2
96	1	0	1.0	2
97	1	0	1.0	2
98	0	0	0.5	2
99	0	1	0.5	2
100	0	0	1.5	2
101	0	0	2.0	2
102	1	0	1.0	2
103	1	1	1.0	2
104	1	0	1.5	2
105	1	0	0.5	2
106	0	1	1.0	2
107	1	0	2.0	2
108	0	0	1.0	2
109	1	0	1.0	2
110	1	0	1.0	2
111	0	1	1.0	2
112	1	1	1.0	2
113	1	1	2.0	2
114	1	1	1.5	2
115	1	0	1.0	2
116	1	0	1.5	2
117	0	0	0.5	2
118	1	0	0.5	2
119	1	1	1.5	2
120	1	0	1.0	2
121	0	0	0.5	2
122	1	0	1.0	2
123	1	1	2.0	2
124	0	1	1.0	2
125	1	0	2.0	2
126	1	1	1.0	2
127	0	0	1.5	2
0	1	0	1.0	3
1	0	0	2.0	3
2	0	0	2.0	3
3	0	0	1.5	3
4	0	0	0.5	3
5	0	0	1.5	3
6	0	0	2.0	3
7	1	1	0.5	3
8	1	0	1.0	3
9	0	0	2.0	3
10	0	0	0.5	3
11	0	0	1.0	3
12	1	0	0.5	3
13	1	0	1.0	3
14	0	0	0.5	3
15	1	1	2.0	3
16	1	0	0.5	3
17	0	0	1.0	3
18	1	1	1.5	3
19	0	0	0.5	3
20	1	0	1.0	3
21	1	0	1.0	3
22	0	1	0.5	3
23	1	0	0.5	3
24	0	1	1.0	3
25	1	0	1.0	3
26	0	1	1.0	3
27	1	1	0.5	3
28	0	0	2.0	3
29	1	0	0.5	3
30	0	0	2.0	3
31	1	1	1.0	3
32	0	0	1.0	3
33	1	0	1.0	3
34	1	0	2.0	3
35	0	0	0.5	3
36	1	0	0.5	3
37	0	1	0.5	3
38	0	1	0.5	3
39	1	0	0.5	3
40	1	0	1.5	3
41	0	1	2.0	3
42	1	0	1.0	3
43	0	0	1.0	3
44	1	0	0.5	3
45	0	0	1.0	3
46	0	0	1.5	3
47	1	0	1.5	3
48	0	1	1.5	3
49	0	1	1.5	3
50	1	0	1.0	3
51	0	0	1.0	3
52	0	1	2.0	3
53	0	0	2.0	3
54	1	0	1.5	3
55	1	1	0.5	3
56	0	1	0.5	3
57	0	0	1.0	3
58	0	0	0.5	3
59	1	0	1.5	3
60	1	0	1.5	3
61	0	0	0.5	3
62	1	0	2.0	3
63	1	0	1.5	3
64	0	1	2.0	3
65	0	0	1.0	3
66	1	0	1.5	3
67	0	0	2.0	3
68	1	1	0.5	3
69	0	0	2.0	3
70	0	0	0.5	3
71	1	1	1.5	3
72	1	0	1.0	3
73	1	1	0.5	3
74	1	0	2.0	3
75	0	1	1.0	3
76	1	0	1.0	3
77	0	0	1.5	3
78	0	0	2.0	3
79	0	1	2.0	3
80	1	1	0.5	3
81	0	0	0.5	3
82	0	0	1.0	3
83	0	0	1.5	3
84	1	0	2.0	3
85	1	0	2.0	3
86	0	1	1.5	3
87	1	1	1.0	3
88	1	0	1.0	3
89	0	0	2.0	3
90	1	0	0.5	3
91	0	0	2.0	3
92	0	0	1.5	3
93	1	0	1.0	3
94	1	1	0.5	3
95	1	0	0.5	3
96	1	0	2.0	3
97	0	1	1.5	3
98	1	0	2.0	3
99	1	0	2.0	3
100	1	1	2.0	3
101	1	0	1.0	3
102	1	0	0.5	3
103	0	0	1.0	3
104	0	0	1.0	3
105	0	0	2.0	3
106	0	0	0.5	3
107	0	0	1.5	3
108	0	0	1.5	3
109	0	0	2.0	3
110	0	0	0.5	3
111	0	0	1.5	3
112	1	0	1.5	3
113	1	0	2.0	3
114	1	1	0.5	3
115	1	0	2.0	3
116	1	1	0.5	3
117	1	0	1.0	3
118	0	0	0.5	3
119	1	0	1.0	3
120	0	0	1.5	3
121	0	1	2.0	3
122	0	0	1.5	3
123	1	0	1.5	3
124	1	0	1.5	3
125	1	0	0.5	3
126	1	1	1.5	3
127	1	0	1.5	3
