	direction	jitter	stop_trial
0	0	0.75	0
1	0	2.25	1
2	0	3.0	0
3	1	1.5	0
4	0	2.25	0
5	1	0.75	0
6	1	1.5	1
7	1	2.25	1
8	1	2.25	1
9	0	1.5	0
10	0	1.5	0
11	1	3.0	0
12	0	3.0	0
13	0	1.5	0
14	0	2.25	0
15	1	0.75	0
16	0	0.75	0
17	0	3.0	1
18	0	1.5	0
19	0	3.0	0
20	0	1.5	1
21	0	2.25	1
22	0	2.25	0
23	0	3.0	0
24	0	3.0	1
25	1	0.75	1
26	0	2.25	1
27	0	1.5	1
28	0	3.0	1
29	0	1.5	1
30	0	2.25	0
31	0	3.0	0
32	1	3.0	0
33	0	3.0	0
34	1	1.5	0
35	1	0.75	0
36	0	3.0	1
37	1	3.0	0
38	1	2.25	0
39	1	3.0	0
40	0	3.0	0
41	1	2.25	0
42	0	3.0	1
43	1	3.0	0
44	1	1.5	0
45	1	1.5	0
46	1	3.0	0
47	1	0.75	0
48	1	0.75	0
49	1	0.75	0
50	1	2.25	0
51	0	1.5	1
52	0	2.25	0
53	0	3.0	0
54	1	2.25	0
55	0	1.5	1
56	1	0.75	0
57	1	0.75	0
58	1	2.25	0
59	0	2.25	0
60	1	1.5	0
61	0	2.25	0
62	1	3.0	0
63	0	3.0	0
64	0	1.5	0
65	1	3.0	0
66	1	2.25	1
67	1	1.5	0
68	1	0.75	1
69	0	1.5	0
70	1	1.5	0
71	0	3.0	0
72	1	1.5	0
73	1	3.0	0
74	0	0.75	1
75	0	1.5	0
76	0	0.75	0
77	0	1.5	1
78	1	3.0	0
79	1	0.75	1
80	1	1.5	0
81	0	3.0	1
82	1	0.75	1
83	0	0.75	0
84	0	3.0	0
85	1	0.75	0
86	1	3.0	0
87	0	0.75	0
88	1	2.25	0
89	1	2.25	0
90	1	1.5	0
91	1	0.75	0
92	0	3.0	1
93	1	0.75	0
94	0	0.75	0
95	1	3.0	0
96	1	0.75	0
97	0	3.0	0
98	0	3.0	0
99	1	1.5	1
100	1	2.25	0
101	0	0.75	1
102	0	2.25	0
103	1	0.75	0
104	0	0.75	0
105	0	0.75	0
106	1	3.0	1
107	0	2.25	0
108	1	3.0	0
109	1	0.75	0
