	direction	jitter	stop_trial
0	1	0.75	0
1	0	3.0	0
2	0	1.5	0
3	0	0.75	0
4	0	2.25	1
5	1	1.5	1
6	0	1.5	0
7	1	0.75	1
8	1	3.0	0
9	0	0.75	0
10	0	3.0	0
11	1	0.75	0
12	1	3.0	0
13	0	0.75	0
14	0	1.5	0
15	0	0.75	0
16	1	1.5	0
17	1	1.5	0
18	0	1.5	0
19	1	2.25	0
20	0	2.25	0
21	0	3.0	0
22	0	0.75	0
23	1	1.5	0
24	0	1.5	0
25	1	2.25	0
26	0	1.5	0
27	0	0.75	1
28	0	0.75	1
29	1	3.0	0
30	1	2.25	0
31	1	2.25	0
32	0	1.5	0
33	1	0.75	1
34	1	0.75	0
35	1	2.25	0
36	1	2.25	0
37	0	0.75	0
38	0	2.25	0
39	0	2.25	0
40	1	3.0	1
41	0	0.75	1
42	1	2.25	0
43	0	1.5	0
44	1	1.5	0
45	1	0.75	1
46	1	0.75	0
47	1	3.0	0
48	1	1.5	1
49	1	1.5	1
50	0	1.5	0
51	1	3.0	1
52	0	2.25	0
53	0	3.0	1
54	0	2.25	1
55	1	3.0	0
56	0	3.0	0
57	0	0.75	0
58	1	1.5	0
59	0	0.75	0
60	0	3.0	0
61	1	1.5	1
62	1	0.75	0
63	1	0.75	0
64	0	1.5	0
65	1	0.75	0
66	1	1.5	0
67	1	2.25	0
68	1	3.0	0
69	0	3.0	0
70	0	2.25	1
71	0	2.25	0
72	1	1.5	0
73	1	2.25	1
74	1	0.75	0
75	0	0.75	1
76	0	2.25	1
77	0	0.75	1
78	1	2.25	0
79	0	1.5	0
80	0	2.25	0
81	1	3.0	0
82	0	2.25	0
83	0	0.75	1
84	1	3.0	0
85	1	1.5	0
86	1	0.75	0
87	0	3.0	0
88	1	3.0	1
89	0	1.5	0
90	1	0.75	0
91	0	2.25	1
92	1	1.5	0
93	0	0.75	1
94	0	2.25	0
95	0	1.5	0
96	1	3.0	0
97	0	1.5	0
98	0	2.25	1
99	1	0.75	0
100	0	3.0	0
101	1	2.25	0
102	0	3.0	0
103	1	2.25	1
104	0	2.25	0
105	1	1.5	0
106	1	3.0	0
107	1	3.0	0
108	0	2.25	1
109	1	3.0	1
