	direction	jitter	stop_trial
0	0	1.5	0
1	1	3.0	0
2	1	0.75	0
3	0	2.25	0
4	0	0.75	0
5	0	1.5	0
6	1	0.75	0
7	1	0.75	0
8	1	1.5	0
9	0	0.75	0
10	0	2.25	0
11	1	1.5	1
12	0	2.25	0
13	0	2.25	0
14	1	3.0	0
15	0	2.25	1
16	1	3.0	0
17	1	1.5	0
18	0	1.5	1
19	1	0.75	1
20	0	2.25	1
21	1	1.5	0
22	1	1.5	0
23	1	2.25	1
24	0	1.5	0
25	0	2.25	1
26	0	1.5	0
27	1	2.25	0
28	1	2.25	0
29	0	1.5	0
30	1	0.75	1
31	1	1.5	0
32	0	1.5	0
33	1	1.5	1
34	0	1.5	0
35	0	3.0	0
36	0	1.5	0
37	0	3.0	0
38	1	1.5	0
39	1	2.25	0
40	0	0.75	0
41	1	3.0	1
42	0	3.0	0
43	1	0.75	1
44	1	1.5	0
45	1	0.75	0
46	0	2.25	0
47	1	0.75	0
48	1	1.5	0
49	0	3.0	0
50	1	3.0	0
51	1	3.0	0
52	0	2.25	0
53	0	1.5	0
54	1	1.5	0
55	1	2.25	1
56	1	0.75	1
57	1	0.75	0
58	1	0.75	0
59	0	0.75	0
60	0	0.75	1
61	0	1.5	1
62	0	1.5	0
63	1	3.0	0
64	0	2.25	0
65	1	0.75	1
66	0	0.75	0
67	0	0.75	0
68	0	1.5	0
69	1	0.75	0
70	0	0.75	0
71	1	0.75	0
72	1	2.25	0
73	1	2.25	1
74	0	2.25	1
75	1	3.0	0
76	0	3.0	0
77	0	3.0	0
78	1	0.75	0
79	1	0.75	1
80	0	3.0	0
81	1	1.5	0
82	1	3.0	0
83	0	1.5	1
84	0	2.25	0
85	0	3.0	1
86	1	3.0	0
87	1	0.75	0
88	1	3.0	1
89	0	1.5	0
90	1	3.0	0
91	1	2.25	1
92	0	1.5	0
93	1	0.75	0
94	0	2.25	1
95	0	2.25	1
96	1	3.0	0
97	0	2.25	0
98	1	2.25	0
99	0	1.5	0
100	0	2.25	0
101	0	3.0	0
102	1	2.25	1
103	1	0.75	0
104	0	3.0	0
105	1	3.0	0
106	0	3.0	1
107	0	1.5	0
108	0	0.75	0
109	0	3.0	1
