	direction	jitter	stop_trial
0	1	3.0	0
1	0	2.25	0
2	1	1.5	0
3	0	0.75	0
4	1	0.75	1
5	1	3.0	0
6	0	0.75	0
7	1	2.25	0
8	1	2.25	0
9	1	2.25	1
10	0	0.75	0
11	1	3.0	0
12	0	3.0	1
13	0	1.5	0
14	1	1.5	1
15	0	2.25	0
16	1	3.0	1
17	1	2.25	0
18	0	3.0	0
19	0	3.0	1
20	1	3.0	0
21	1	3.0	0
22	1	3.0	1
23	0	0.75	0
24	1	0.75	0
25	0	1.5	0
26	1	1.5	0
27	1	3.0	0
28	0	0.75	0
29	0	2.25	0
30	1	1.5	0
31	0	3.0	1
32	0	3.0	1
33	0	0.75	1
34	0	1.5	0
35	0	0.75	0
36	0	3.0	0
37	0	3.0	0
38	0	1.5	1
39	0	3.0	0
40	1	1.5	1
41	0	1.5	0
42	1	0.75	0
43	0	3.0	1
44	1	1.5	0
45	0	3.0	1
46	1	3.0	0
47	1	1.5	0
48	0	1.5	0
49	0	2.25	0
50	0	2.25	0
51	1	0.75	0
52	0	3.0	0
53	0	0.75	0
54	0	3.0	1
55	0	0.75	1
56	1	0.75	0
57	0	2.25	1
58	1	2.25	0
59	0	1.5	0
60	1	0.75	0
61	0	2.25	0
62	1	3.0	0
63	1	3.0	0
64	0	0.75	1
65	0	1.5	0
66	0	0.75	0
67	1	3.0	0
68	1	2.25	0
69	1	1.5	0
70	1	3.0	0
71	1	0.75	0
72	1	1.5	1
73	1	3.0	0
74	1	2.25	1
75	0	3.0	0
76	0	0.75	0
77	1	3.0	0
78	0	2.25	0
79	1	2.25	0
80	1	3.0	1
81	1	2.25	0
82	1	3.0	0
83	1	0.75	0
84	0	1.5	0
85	0	0.75	0
86	0	2.25	0
87	1	0.75	0
88	1	3.0	0
89	1	1.5	0
90	0	0.75	0
91	0	3.0	0
92	0	1.5	0
93	1	0.75	0
94	0	3.0	0
95	1	1.5	0
96	0	3.0	0
97	1	0.75	0
98	0	2.25	0
99	1	3.0	1
100	0	1.5	1
101	0	3.0	0
102	1	1.5	1
103	1	2.25	0
104	1	2.25	1
105	0	0.75	1
106	0	2.25	0
107	1	0.75	1
108	0	2.25	1
109	1	3.0	0
