	direction	jitter	stop_trial
0	1	1.5	0
1	1	3.0	0
2	0	3.0	0
3	1	1.5	1
4	0	3.0	0
5	1	1.5	0
6	0	2.25	0
7	0	0.75	0
8	0	2.25	1
9	0	1.5	0
10	0	0.75	0
11	1	3.0	0
12	1	3.0	0
13	1	0.75	0
14	0	1.5	0
15	1	3.0	0
16	1	1.5	0
17	1	3.0	0
18	0	2.25	1
19	1	0.75	0
20	0	2.25	0
21	1	2.25	0
22	1	3.0	0
23	0	1.5	0
24	1	3.0	0
25	1	1.5	0
26	0	0.75	0
27	1	3.0	0
28	0	0.75	1
29	1	2.25	0
30	0	1.5	1
31	0	1.5	1
32	0	3.0	0
33	0	0.75	0
34	1	3.0	0
35	0	1.5	0
36	0	1.5	0
37	1	2.25	0
38	0	0.75	0
39	0	1.5	0
40	1	2.25	1
41	1	0.75	0
42	0	3.0	0
43	0	3.0	0
44	0	0.75	0
45	1	2.25	0
46	1	1.5	0
47	1	2.25	0
48	0	1.5	0
49	0	3.0	0
50	0	2.25	0
51	1	1.5	0
52	1	3.0	0
53	0	1.5	1
54	1	2.25	1
55	0	2.25	0
56	0	3.0	0
57	1	0.75	0
58	1	1.5	1
59	1	0.75	0
60	0	1.5	1
61	1	3.0	1
62	0	2.25	0
63	1	2.25	0
64	1	2.25	0
65	0	2.25	0
66	1	2.25	1
67	1	1.5	0
68	0	3.0	0
69	1	1.5	1
70	1	2.25	0
71	1	0.75	1
72	1	3.0	0
73	0	3.0	1
74	1	1.5	0
75	0	3.0	0
76	0	2.25	1
77	1	3.0	0
78	1	3.0	0
79	1	3.0	1
80	0	0.75	1
81	0	2.25	0
82	1	1.5	0
83	0	0.75	0
84	0	0.75	1
85	1	1.5	0
86	0	2.25	1
87	0	2.25	1
88	1	2.25	1
89	1	2.25	0
90	0	1.5	1
91	0	2.25	0
92	0	2.25	0
93	0	3.0	0
94	0	3.0	1
95	0	1.5	0
96	1	0.75	1
97	1	2.25	0
98	1	0.75	0
99	1	1.5	1
100	1	1.5	0
101	0	0.75	0
102	0	0.75	0
103	0	3.0	0
104	0	3.0	0
105	1	1.5	0
106	0	3.0	0
107	1	3.0	0
108	0	1.5	1
109	1	1.5	0
