	direction	jitter	stop_trial
0	1	1.5	1
1	1	1.5	1
2	0	1.5	0
3	0	1.5	1
4	1	3.0	0
5	0	1.5	0
6	0	0.75	0
7	0	1.5	1
8	0	0.75	1
9	0	0.75	0
10	0	3.0	1
11	1	3.0	0
12	0	2.25	0
13	0	0.75	1
14	1	2.25	1
15	0	0.75	0
16	0	2.25	0
17	1	0.75	0
18	0	1.5	1
19	0	1.5	1
20	0	3.0	1
21	1	0.75	0
22	0	1.5	0
23	0	1.5	0
24	1	0.75	0
25	1	1.5	0
26	1	3.0	0
27	0	3.0	0
28	1	3.0	0
29	0	2.25	0
30	1	0.75	1
31	1	0.75	0
32	1	3.0	0
33	0	3.0	1
34	1	0.75	0
35	0	3.0	1
36	0	2.25	0
37	1	0.75	0
38	1	0.75	0
39	0	2.25	0
40	1	1.5	1
41	0	2.25	1
42	1	1.5	0
43	1	1.5	0
44	1	0.75	0
45	0	0.75	0
46	0	3.0	0
47	1	3.0	0
48	0	0.75	0
49	0	2.25	0
50	0	2.25	0
51	0	1.5	0
52	1	2.25	0
53	1	2.25	0
54	0	2.25	0
55	1	2.25	0
56	1	2.25	0
57	1	1.5	0
58	1	2.25	1
59	0	3.0	0
60	0	1.5	0
61	1	0.75	0
62	1	0.75	1
63	1	1.5	0
64	1	0.75	1
65	1	3.0	0
66	0	0.75	0
67	1	0.75	1
68	0	0.75	0
69	0	2.25	0
70	1	1.5	0
71	0	1.5	1
72	1	1.5	1
73	0	2.25	0
74	1	3.0	0
75	0	1.5	0
76	0	0.75	0
77	1	2.25	0
78	1	0.75	0
79	0	1.5	0
80	0	1.5	1
81	1	2.25	0
82	1	0.75	1
83	0	2.25	0
84	0	1.5	0
85	1	0.75	0
86	1	0.75	0
87	1	1.5	0
88	1	3.0	0
89	0	1.5	0
90	0	0.75	0
91	0	3.0	1
92	1	0.75	0
93	0	2.25	0
94	1	0.75	1
95	1	0.75	0
96	1	0.75	0
97	0	2.25	1
98	0	1.5	0
99	1	2.25	0
100	0	3.0	0
101	0	3.0	1
102	0	1.5	0
103	0	1.5	0
104	1	2.25	0
105	1	1.5	0
106	1	3.0	0
107	1	2.25	0
108	1	0.75	0
109	0	2.25	0
