	direction	jitter	stop_trial
0	0	2.25	1
1	1	0.75	0
2	0	1.5	1
3	0	3.0	0
4	0	3.0	0
5	0	2.25	0
6	1	3.0	1
7	1	2.25	1
8	0	3.0	0
9	0	0.75	0
10	1	3.0	0
11	1	3.0	1
12	0	2.25	1
13	0	2.25	0
14	0	0.75	1
15	0	2.25	1
16	0	3.0	0
17	1	0.75	0
18	1	1.5	0
19	1	1.5	0
20	1	1.5	0
21	1	2.25	0
22	1	1.5	0
23	0	2.25	0
24	1	0.75	0
25	1	0.75	0
26	1	0.75	0
27	1	2.25	0
28	0	1.5	0
29	0	1.5	0
30	0	3.0	0
31	1	2.25	1
32	1	1.5	0
33	0	3.0	0
34	1	3.0	1
35	1	1.5	0
36	0	3.0	0
37	0	3.0	1
38	0	0.75	0
39	0	3.0	1
40	1	0.75	0
41	1	1.5	0
42	1	2.25	1
43	0	3.0	0
44	1	0.75	0
45	1	2.25	0
46	1	0.75	0
47	0	3.0	1
48	0	1.5	0
49	1	2.25	0
50	1	2.25	0
51	0	2.25	0
52	0	2.25	0
53	0	3.0	0
54	0	1.5	0
55	1	3.0	0
56	0	2.25	0
57	0	2.25	0
58	0	2.25	0
59	1	1.5	1
60	1	3.0	1
61	0	0.75	0
62	1	2.25	0
63	0	2.25	1
64	0	3.0	1
65	1	2.25	0
66	1	2.25	0
67	0	0.75	0
68	1	2.25	1
69	0	2.25	0
70	0	0.75	1
71	0	3.0	0
72	1	1.5	0
73	0	3.0	0
74	0	1.5	0
75	1	2.25	0
76	1	0.75	0
77	0	3.0	0
78	0	3.0	1
79	0	0.75	0
80	0	1.5	1
81	0	3.0	1
82	1	2.25	0
83	1	1.5	0
84	0	0.75	0
85	0	1.5	0
86	0	0.75	0
87	0	0.75	0
88	0	0.75	0
89	1	2.25	1
90	1	1.5	0
91	1	1.5	0
92	1	1.5	0
93	1	1.5	0
94	1	0.75	0
95	0	3.0	1
96	0	3.0	0
97	1	2.25	0
98	1	3.0	0
99	0	0.75	0
100	1	3.0	0
101	1	2.25	0
102	1	1.5	1
103	1	3.0	0
104	1	2.25	0
105	1	0.75	0
106	0	1.5	0
107	1	1.5	1
108	1	1.5	0
109	0	3.0	1
