	direction	jitter	stop_trial
0	0	3.0	0
1	0	3.0	0
2	0	0.75	1
3	1	2.25	0
4	0	0.75	0
5	0	1.5	0
6	0	0.75	0
7	1	3.0	1
8	1	1.5	0
9	1	2.25	0
10	1	3.0	1
11	0	3.0	0
12	0	1.5	1
13	1	2.25	0
14	0	0.75	0
15	0	1.5	1
16	0	3.0	0
17	1	1.5	1
18	1	0.75	0
19	0	3.0	1
20	1	0.75	0
21	1	1.5	1
22	0	3.0	0
23	1	3.0	0
24	0	0.75	0
25	1	0.75	0
26	1	1.5	0
27	0	1.5	0
28	0	1.5	0
29	1	3.0	0
30	1	2.25	0
31	1	1.5	1
32	1	2.25	0
33	0	0.75	1
34	0	1.5	0
35	0	0.75	0
36	1	3.0	0
37	1	0.75	0
38	0	3.0	0
39	1	0.75	1
40	1	0.75	0
41	1	1.5	0
42	0	3.0	1
43	0	1.5	1
44	1	2.25	0
45	0	1.5	0
46	0	1.5	0
47	0	3.0	0
48	1	3.0	0
49	1	0.75	0
50	1	0.75	0
51	1	1.5	0
52	0	0.75	0
53	1	0.75	0
54	0	0.75	0
55	1	0.75	1
56	0	1.5	0
57	1	2.25	0
58	0	3.0	0
59	0	1.5	0
60	1	0.75	1
61	1	3.0	1
62	1	0.75	0
63	0	1.5	0
64	0	3.0	0
65	0	0.75	0
66	1	0.75	0
67	1	3.0	1
68	1	3.0	1
69	1	0.75	0
70	0	0.75	0
71	0	1.5	1
72	1	3.0	0
73	0	0.75	0
74	1	0.75	0
75	1	1.5	0
76	0	2.25	1
77	1	3.0	0
78	0	0.75	1
79	0	3.0	0
80	0	2.25	0
81	0	2.25	0
82	1	2.25	0
83	1	0.75	0
84	1	0.75	1
85	1	1.5	1
86	1	2.25	0
87	1	2.25	0
88	0	0.75	0
89	0	1.5	1
90	1	3.0	0
91	0	1.5	1
92	1	0.75	0
93	0	2.25	1
94	0	2.25	0
95	0	1.5	0
96	0	1.5	0
97	0	1.5	0
98	0	1.5	0
99	0	1.5	1
100	1	0.75	0
101	0	2.25	1
102	0	2.25	0
103	1	3.0	0
104	1	2.25	0
105	1	0.75	0
106	1	2.25	0
107	1	2.25	0
108	0	3.0	0
109	0	2.25	0
