trial_ID	direction	stop_trial	jitter	block
0	0	1	0.75	1
1	0	0	1.5	1
2	1	1	2.25	1
3	0	1	0.75	1
4	1	0	3.0	1
5	0	0	3.0	1
6	1	0	3.0	1
7	1	0	0.75	1
8	1	0	2.25	1
9	1	0	2.25	1
10	0	0	0.75	1
11	0	0	1.5	1
12	1	0	1.5	1
13	1	0	0.75	1
14	0	0	2.25	1
15	1	0	0.75	1
16	0	1	1.5	1
17	0	0	1.5	1
18	0	0	1.5	1
19	1	0	1.5	1
20	1	0	1.5	1
21	0	0	0.75	1
22	1	1	2.25	1
23	1	0	2.25	1
24	1	0	1.5	1
25	1	0	1.5	1
26	0	0	3.0	1
27	0	0	1.5	1
28	0	0	1.5	1
29	1	0	0.75	1
30	1	0	3.0	1
31	0	0	0.75	1
32	1	0	2.25	1
33	0	1	1.5	1
34	0	0	2.25	1
35	0	0	0.75	1
36	0	1	2.25	1
37	0	1	2.25	1
38	1	0	3.0	1
39	0	0	0.75	1
40	0	0	3.0	1
41	0	1	2.25	1
42	0	0	3.0	1
43	1	1	1.5	1
44	0	0	2.25	1
45	1	1	2.25	1
46	0	0	1.5	1
47	1	0	1.5	1
48	0	0	0.75	1
49	1	1	0.75	1
50	1	0	3.0	1
51	0	1	3.0	1
52	1	0	2.25	1
53	0	1	3.0	1
54	1	0	1.5	1
55	0	0	2.25	1
56	1	0	1.5	1
57	1	0	2.25	1
58	0	0	1.5	1
59	1	0	2.25	1
60	1	0	0.75	1
61	0	0	1.5	1
62	0	0	0.75	1
63	0	1	2.25	1
64	0	1	2.25	1
65	1	1	1.5	1
66	0	0	2.25	1
67	1	0	0.75	1
68	0	0	2.25	1
69	0	0	0.75	1
70	1	0	0.75	1
71	1	1	1.5	1
72	0	1	2.25	1
73	0	0	1.5	1
74	1	0	0.75	1
75	1	1	3.0	1
76	1	1	2.25	1
77	1	1	2.25	1
78	1	0	1.5	1
79	0	0	2.25	1
80	0	0	1.5	1
81	1	0	3.0	1
82	0	1	3.0	1
83	0	0	3.0	1
84	0	0	3.0	1
85	0	0	1.5	1
86	1	0	2.25	1
87	1	0	2.25	1
88	1	0	3.0	1
89	0	0	1.5	1
90	0	0	0.75	1
91	1	1	2.25	1
92	1	1	1.5	1
93	1	0	0.75	1
94	1	0	3.0	1
95	0	0	0.75	1
96	0	0	2.25	1
97	0	0	3.0	1
98	1	0	1.5	1
99	0	0	3.0	1
100	0	1	2.25	1
101	1	0	3.0	1
102	0	0	3.0	1
103	0	0	0.75	1
104	0	0	0.75	1
105	1	1	0.75	1
106	1	0	2.25	1
107	1	0	3.0	1
108	1	0	0.75	1
109	1	1	0.75	1
110	0	1	3.0	1
111	1	0	2.25	1
112	1	0	0.75	1
113	1	0	3.0	1
0	0	1	2.25	2
1	0	0	2.25	2
2	1	0	0.75	2
3	1	0	3.0	2
4	1	0	1.5	2
5	1	0	0.75	2
6	0	0	3.0	2
7	0	0	1.5	2
8	1	0	2.25	2
9	0	0	1.5	2
10	0	0	0.75	2
11	1	0	3.0	2
12	0	1	3.0	2
13	1	0	1.5	2
14	1	0	1.5	2
15	0	0	1.5	2
16	0	1	0.75	2
17	1	1	3.0	2
18	0	1	0.75	2
19	1	1	2.25	2
20	1	0	3.0	2
21	0	0	2.25	2
22	1	0	2.25	2
23	0	0	0.75	2
24	0	0	3.0	2
25	1	0	0.75	2
26	0	0	2.25	2
27	1	0	3.0	2
28	0	1	3.0	2
29	0	1	1.5	2
30	0	0	2.25	2
31	0	1	0.75	2
32	1	0	3.0	2
33	0	0	0.75	2
34	1	0	2.25	2
35	0	0	2.25	2
36	1	0	1.5	2
37	0	0	3.0	2
38	1	0	3.0	2
39	0	0	0.75	2
40	0	0	2.25	2
41	0	0	1.5	2
42	0	0	2.25	2
43	1	1	1.5	2
44	1	0	1.5	2
45	0	0	3.0	2
46	0	0	3.0	2
47	0	0	2.25	2
48	0	1	0.75	2
49	1	1	1.5	2
50	0	0	1.5	2
51	1	0	3.0	2
52	0	0	0.75	2
53	1	0	1.5	2
54	1	1	1.5	2
55	1	1	0.75	2
56	1	1	0.75	2
57	0	0	1.5	2
58	1	0	2.25	2
59	1	0	2.25	2
60	0	0	3.0	2
61	1	0	2.25	2
62	1	0	2.25	2
63	0	0	1.5	2
64	0	1	1.5	2
65	1	1	3.0	2
66	0	0	2.25	2
67	0	1	2.25	2
68	0	0	2.25	2
69	1	1	3.0	2
70	1	0	3.0	2
71	1	1	1.5	2
72	1	0	3.0	2
73	0	0	1.5	2
74	0	0	2.25	2
75	0	1	3.0	2
76	1	0	1.5	2
77	1	0	0.75	2
78	0	0	3.0	2
79	1	0	0.75	2
80	1	0	1.5	2
81	0	1	0.75	2
82	1	0	3.0	2
83	0	0	1.5	2
84	0	0	2.25	2
85	0	0	0.75	2
86	1	0	2.25	2
87	0	0	2.25	2
88	0	0	2.25	2
89	1	0	1.5	2
90	1	0	2.25	2
91	1	1	2.25	2
92	0	0	0.75	2
93	0	0	3.0	2
94	1	0	3.0	2
95	0	0	0.75	2
96	1	1	3.0	2
97	0	1	1.5	2
98	0	0	1.5	2
99	0	1	3.0	2
100	1	0	3.0	2
101	0	0	0.75	2
102	1	0	0.75	2
103	1	0	1.5	2
104	1	0	0.75	2
105	1	0	1.5	2
106	1	1	1.5	2
107	0	1	3.0	2
108	1	1	1.5	2
109	1	0	2.25	2
110	0	0	1.5	2
111	1	0	2.25	2
112	1	0	0.75	2
113	1	0	2.25	2
0	0	1	2.25	3
1	0	0	3.0	3
2	0	0	0.75	3
3	0	0	1.5	3
4	1	0	2.25	3
5	1	1	2.25	3
6	0	0	0.75	3
7	1	0	2.25	3
8	0	1	3.0	3
9	0	0	3.0	3
10	0	0	3.0	3
11	1	0	3.0	3
12	0	0	0.75	3
13	0	0	3.0	3
14	0	0	0.75	3
15	0	1	3.0	3
16	1	0	1.5	3
17	1	1	2.25	3
18	1	0	3.0	3
19	1	0	2.25	3
20	0	0	3.0	3
21	0	0	2.25	3
22	1	0	1.5	3
23	1	1	0.75	3
24	0	0	1.5	3
25	0	0	3.0	3
26	1	1	0.75	3
27	0	0	0.75	3
28	1	1	3.0	3
29	1	0	1.5	3
30	1	0	1.5	3
31	0	0	0.75	3
32	1	1	1.5	3
33	1	0	0.75	3
34	0	0	2.25	3
35	0	0	1.5	3
36	1	0	3.0	3
37	0	1	0.75	3
38	0	0	1.5	3
39	1	0	0.75	3
40	0	1	1.5	3
41	0	0	1.5	3
42	1	1	0.75	3
43	0	1	0.75	3
44	1	0	1.5	3
45	0	0	1.5	3
46	0	0	3.0	3
47	1	0	3.0	3
48	1	1	3.0	3
49	1	0	3.0	3
50	1	0	2.25	3
51	0	0	3.0	3
52	1	0	1.5	3
53	1	0	3.0	3
54	0	1	2.25	3
55	0	0	0.75	3
56	0	0	1.5	3
57	1	0	2.25	3
58	1	0	2.25	3
59	1	1	1.5	3
60	0	0	2.25	3
61	1	0	2.25	3
62	1	0	3.0	3
63	0	0	2.25	3
64	1	0	0.75	3
65	1	0	1.5	3
66	1	0	1.5	3
67	0	1	3.0	3
68	1	0	0.75	3
69	1	0	0.75	3
70	0	0	2.25	3
71	0	0	1.5	3
72	0	0	2.25	3
73	0	1	0.75	3
74	0	0	3.0	3
75	0	0	3.0	3
76	1	1	1.5	3
77	0	0	3.0	3
78	0	1	0.75	3
79	0	0	0.75	3
80	1	1	3.0	3
81	0	0	0.75	3
82	1	0	2.25	3
83	0	0	2.25	3
84	0	0	0.75	3
85	1	0	2.25	3
86	0	0	0.75	3
87	1	0	0.75	3
88	0	1	2.25	3
89	1	0	1.5	3
90	1	0	1.5	3
91	1	0	0.75	3
92	0	0	1.5	3
93	1	0	1.5	3
94	0	0	2.25	3
95	1	1	3.0	3
96	0	0	1.5	3
97	1	1	1.5	3
98	1	0	3.0	3
