trial_ID	direction	stop_trial	jitter	block
0	1	0	2.25	1
1	0	1	3.0	1
2	1	0	1.5	1
3	0	0	1.5	1
4	0	0	3.0	1
5	0	0	1.5	1
6	0	0	0.75	1
7	1	1	1.5	1
8	0	1	2.25	1
9	0	0	3.0	1
10	1	1	1.5	1
11	1	0	3.0	1
12	1	0	3.0	1
13	1	1	1.5	1
14	1	1	3.0	1
15	0	1	1.5	1
16	1	1	0.75	1
17	0	0	1.5	1
18	1	0	2.25	1
19	1	0	2.25	1
20	0	0	2.25	1
21	0	1	0.75	1
22	1	1	0.75	1
23	1	0	2.25	1
24	0	0	2.25	1
25	0	0	1.5	1
26	1	0	1.5	1
27	1	1	1.5	1
28	0	0	1.5	1
29	1	0	2.25	1
30	0	0	1.5	1
31	1	1	0.75	1
32	0	0	0.75	1
33	0	0	3.0	1
34	1	0	2.25	1
35	0	0	3.0	1
36	1	0	0.75	1
37	1	0	3.0	1
38	1	0	2.25	1
39	0	0	2.25	1
40	1	0	1.5	1
41	1	0	0.75	1
42	1	0	1.5	1
43	1	1	0.75	1
44	0	0	1.5	1
45	1	0	0.75	1
46	0	1	0.75	1
47	1	1	1.5	1
48	0	0	0.75	1
49	0	0	3.0	1
50	0	0	0.75	1
51	0	0	2.25	1
52	0	1	0.75	1
53	0	1	2.25	1
54	0	0	2.25	1
55	0	0	0.75	1
56	0	0	2.25	1
57	1	0	1.5	1
58	0	0	2.25	1
59	0	1	1.5	1
60	1	1	1.5	1
61	1	0	3.0	1
62	1	0	1.5	1
63	0	0	1.5	1
64	0	1	3.0	1
65	0	0	1.5	1
66	0	0	2.25	1
67	0	0	1.5	1
68	1	0	0.75	1
69	1	0	3.0	1
70	1	1	0.75	1
71	0	0	1.5	1
72	0	0	2.25	1
73	1	0	1.5	1
74	0	0	1.5	1
75	1	0	2.25	1
76	1	0	1.5	1
77	1	0	1.5	1
78	0	0	0.75	1
79	1	0	1.5	1
80	1	1	0.75	1
81	0	1	1.5	1
82	1	0	0.75	1
83	0	0	3.0	1
84	1	0	2.25	1
85	1	0	2.25	1
86	1	0	3.0	1
87	1	0	2.25	1
88	1	0	0.75	1
89	0	0	0.75	1
90	0	0	1.5	1
91	0	0	3.0	1
92	1	0	2.25	1
93	1	1	2.25	1
94	0	1	2.25	1
95	0	1	3.0	1
96	0	1	0.75	1
97	0	0	2.25	1
98	1	0	3.0	1
99	1	0	1.5	1
100	1	0	2.25	1
101	0	0	3.0	1
102	0	0	3.0	1
103	0	0	3.0	1
104	0	0	2.25	1
105	0	0	1.5	1
106	0	0	3.0	1
107	1	0	3.0	1
108	1	0	0.75	1
109	1	0	1.5	1
110	1	0	2.25	1
111	0	0	0.75	1
112	1	0	0.75	1
113	1	0	1.5	1
114	0	0	1.5	1
115	1	0	0.75	1
116	1	1	0.75	1
117	1	0	3.0	1
118	0	1	2.25	1
119	0	1	1.5	1
0	0	1	1.5	2
1	0	0	1.5	2
2	1	0	1.5	2
3	1	0	2.25	2
4	0	0	1.5	2
5	0	0	1.5	2
6	0	0	1.5	2
7	1	0	3.0	2
8	1	1	2.25	2
9	1	0	0.75	2
10	1	1	2.25	2
11	1	0	3.0	2
12	1	0	1.5	2
13	1	0	1.5	2
14	1	0	0.75	2
15	1	0	3.0	2
16	1	1	0.75	2
17	0	0	0.75	2
18	0	0	3.0	2
19	1	0	2.25	2
20	1	0	0.75	2
21	1	0	1.5	2
22	0	1	1.5	2
23	0	0	3.0	2
24	1	1	0.75	2
25	1	0	0.75	2
26	0	0	0.75	2
27	1	0	0.75	2
28	0	0	0.75	2
29	1	0	0.75	2
30	1	0	3.0	2
31	1	1	3.0	2
32	0	1	3.0	2
33	0	1	3.0	2
34	1	1	0.75	2
35	1	1	3.0	2
36	0	0	3.0	2
37	0	0	0.75	2
38	1	0	3.0	2
39	1	0	3.0	2
40	0	0	3.0	2
41	1	0	2.25	2
42	0	0	3.0	2
43	1	1	0.75	2
44	0	0	3.0	2
