	direction	jitter	stop_trial
0	0	0.75	0
1	1	3.0	0
2	1	2.25	1
3	0	3.0	1
4	0	1.5	0
5	1	1.5	1
6	1	1.5	0
7	1	0.75	0
8	1	2.25	0
9	1	1.5	1
10	1	0.75	0
11	1	0.75	1
12	0	2.25	0
13	0	0.75	0
14	1	1.5	0
15	0	2.25	0
16	0	2.25	0
17	0	2.25	1
18	0	1.5	1
19	0	1.5	0
20	1	2.25	0
21	0	0.75	0
22	1	1.5	1
23	0	1.5	0
24	0	0.75	0
25	1	2.25	0
26	1	1.5	0
27	0	1.5	0
28	1	3.0	1
29	0	3.0	0
30	1	2.25	1
31	0	0.75	0
32	1	3.0	0
33	1	3.0	0
34	1	2.25	1
35	1	0.75	1
36	0	1.5	0
37	0	1.5	1
38	1	1.5	0
39	0	0.75	0
40	0	2.25	0
41	0	1.5	1
42	0	0.75	0
43	0	3.0	1
44	0	1.5	0
45	0	3.0	0
46	0	0.75	0
47	1	2.25	0
48	1	3.0	0
49	1	1.5	0
50	1	1.5	0
51	0	0.75	0
52	0	2.25	0
53	0	2.25	1
54	1	0.75	0
55	1	0.75	0
56	1	1.5	0
57	0	2.25	0
58	1	3.0	0
59	1	3.0	1
60	1	3.0	0
61	0	0.75	0
62	1	1.5	0
63	0	1.5	0
64	0	2.25	0
65	1	2.25	0
66	0	2.25	0
67	1	3.0	0
68	1	3.0	0
69	1	3.0	0
70	0	2.25	0
71	1	3.0	0
72	0	1.5	1
73	1	2.25	0
74	0	0.75	0
75	0	3.0	0
76	0	0.75	0
77	0	3.0	0
78	1	3.0	0
79	1	1.5	1
80	0	2.25	1
81	1	0.75	0
82	1	2.25	1
83	0	3.0	0
84	1	2.25	0
85	0	3.0	1
86	0	1.5	0
87	0	3.0	0
88	1	0.75	0
89	1	3.0	0
90	1	3.0	0
91	0	3.0	0
92	1	0.75	0
93	1	0.75	1
94	0	2.25	0
95	0	2.25	1
96	1	1.5	0
97	0	2.25	1
98	1	1.5	0
99	1	1.5	0
100	0	2.25	1
101	0	2.25	1
102	1	1.5	0
103	1	2.25	0
104	0	3.0	0
105	1	1.5	1
106	0	0.75	0
107	1	0.75	0
108	0	0.75	0
109	0	0.75	0
