	direction	jitter	stop_trial
0	1	0.75	1
1	1	1.5	0
2	1	0.75	0
3	1	3.0	1
4	1	1.5	1
5	0	0.75	0
6	1	1.5	0
7	1	1.5	0
8	0	3.0	0
9	0	2.25	0
10	1	0.75	0
11	1	0.75	0
12	1	2.25	0
13	0	1.5	0
14	0	1.5	0
15	0	1.5	0
16	0	2.25	1
17	0	2.25	0
18	0	2.25	0
19	1	3.0	0
20	0	2.25	0
21	0	2.25	0
22	0	3.0	0
23	1	2.25	0
24	0	1.5	1
25	1	3.0	0
26	1	2.25	0
27	1	1.5	1
28	0	0.75	0
29	0	3.0	1
30	1	2.25	1
31	1	1.5	0
32	1	3.0	0
33	0	2.25	0
34	0	0.75	1
35	1	0.75	0
36	0	3.0	0
37	1	2.25	0
38	1	1.5	0
39	1	3.0	0
40	0	1.5	1
41	1	0.75	1
42	0	3.0	1
43	0	3.0	0
44	0	1.5	0
45	1	3.0	1
46	1	2.25	0
47	0	3.0	0
48	1	0.75	0
49	1	3.0	1
50	0	2.25	0
51	1	0.75	0
52	0	3.0	0
53	0	3.0	0
54	0	2.25	0
55	1	2.25	0
56	0	2.25	0
57	1	3.0	0
58	1	3.0	0
59	0	0.75	0
60	0	2.25	1
61	1	0.75	0
62	1	0.75	0
63	1	3.0	0
64	1	2.25	1
65	1	1.5	1
66	1	1.5	0
67	0	1.5	0
68	0	1.5	1
69	1	0.75	0
70	0	3.0	0
71	1	0.75	0
72	1	0.75	0
73	1	1.5	0
74	0	2.25	0
75	1	3.0	0
76	0	1.5	0
77	1	1.5	0
78	1	1.5	0
79	0	3.0	0
80	0	0.75	0
81	0	1.5	0
82	1	0.75	1
83	0	2.25	1
84	0	2.25	0
85	0	2.25	1
86	0	1.5	1
87	0	3.0	0
88	0	0.75	0
89	1	0.75	1
90	1	2.25	0
91	1	1.5	1
92	0	3.0	1
93	0	2.25	0
94	1	1.5	0
95	1	2.25	0
96	0	2.25	0
97	1	1.5	1
98	0	3.0	0
99	0	1.5	1
100	0	0.75	0
101	0	1.5	1
102	0	1.5	0
103	0	3.0	0
104	0	1.5	0
105	0	1.5	0
106	1	1.5	0
107	1	0.75	0
108	1	0.75	0
109	1	0.75	0
