	direction	jitter	stop_trial
0	1	0.75	1
1	0	3.0	1
2	0	3.0	0
3	0	2.25	1
4	1	0.75	0
5	0	2.25	1
6	1	2.25	1
7	1	1.5	0
8	1	1.5	0
9	0	0.75	1
10	1	0.75	0
11	0	1.5	0
12	1	2.25	0
13	0	1.5	1
14	1	1.5	0
15	1	0.75	0
16	1	0.75	0
17	0	3.0	0
18	0	3.0	1
19	0	1.5	0
20	1	3.0	0
21	1	2.25	0
22	1	2.25	0
23	1	2.25	0
24	1	3.0	0
25	0	3.0	1
26	1	1.5	0
27	0	1.5	0
28	0	0.75	0
29	1	3.0	0
30	1	3.0	0
31	1	3.0	0
32	0	0.75	0
33	1	2.25	0
34	0	1.5	0
35	1	3.0	0
36	0	3.0	1
37	0	0.75	1
38	0	0.75	0
39	0	3.0	0
40	1	0.75	0
41	1	1.5	0
42	0	3.0	0
43	1	2.25	0
44	0	2.25	0
45	0	3.0	0
46	1	3.0	0
47	0	2.25	0
48	0	3.0	1
49	1	1.5	0
50	0	3.0	0
51	1	0.75	1
52	1	1.5	0
53	1	3.0	1
54	1	1.5	0
55	0	0.75	0
56	1	3.0	0
57	1	0.75	1
58	0	1.5	0
59	1	1.5	0
60	0	1.5	1
61	0	1.5	1
62	0	1.5	1
63	0	0.75	1
64	1	0.75	0
65	1	3.0	0
66	1	0.75	1
67	0	2.25	0
68	0	3.0	0
69	1	2.25	0
70	0	2.25	1
71	1	0.75	1
72	1	1.5	0
73	0	3.0	0
74	0	1.5	0
75	1	3.0	0
76	1	2.25	0
77	0	1.5	0
78	1	3.0	0
79	1	1.5	0
80	1	2.25	0
81	1	3.0	0
82	0	0.75	0
83	1	1.5	0
84	0	0.75	0
85	1	3.0	0
86	1	2.25	0
87	0	2.25	0
88	0	1.5	0
89	0	3.0	1
90	0	2.25	0
91	0	3.0	1
92	0	0.75	0
93	0	1.5	0
94	1	0.75	0
95	0	1.5	0
96	0	3.0	0
97	1	2.25	1
98	0	3.0	1
99	0	1.5	0
100	1	3.0	0
101	1	1.5	0
102	0	2.25	1
103	0	3.0	0
104	1	1.5	0
105	0	0.75	0
106	0	0.75	0
107	1	3.0	0
108	1	2.25	0
109	0	3.0	1
