	direction	jitter	stop_trial
0	1	2.25	0
1	1	0.75	1
2	0	2.25	0
3	0	3.0	0
4	1	2.25	0
5	0	2.25	0
6	0	0.75	0
7	0	2.25	1
8	1	2.25	0
9	1	0.75	1
10	0	1.5	0
11	0	0.75	0
12	0	2.25	1
13	0	0.75	1
14	0	1.5	1
15	0	0.75	0
16	0	0.75	0
17	1	1.5	1
18	0	2.25	1
19	1	0.75	0
20	0	1.5	0
21	1	0.75	0
22	1	0.75	0
23	0	0.75	0
24	0	3.0	0
25	0	2.25	0
26	1	0.75	0
27	1	2.25	0
28	1	1.5	0
29	0	3.0	0
30	1	2.25	0
31	1	3.0	0
32	0	0.75	0
33	1	1.5	0
34	0	0.75	0
35	1	1.5	0
36	1	2.25	1
37	1	0.75	0
38	0	2.25	0
39	1	0.75	0
40	1	0.75	1
41	1	2.25	0
42	0	1.5	1
43	0	3.0	1
44	1	1.5	1
45	1	2.25	1
46	0	1.5	1
47	0	0.75	0
48	1	1.5	0
49	0	0.75	0
50	0	1.5	0
51	0	1.5	0
52	0	0.75	0
53	1	2.25	0
54	1	3.0	1
55	0	3.0	1
56	0	0.75	0
57	0	0.75	0
58	1	0.75	0
59	1	0.75	0
60	1	3.0	0
61	0	0.75	1
62	1	0.75	1
63	1	2.25	0
64	1	1.5	0
65	0	1.5	1
66	0	1.5	0
67	0	3.0	0
68	1	2.25	0
69	0	1.5	0
70	1	1.5	0
71	1	1.5	0
72	1	2.25	1
73	0	0.75	0
74	1	3.0	0
75	0	0.75	0
76	1	0.75	0
77	0	1.5	0
78	1	2.25	1
79	1	0.75	0
80	0	3.0	1
81	0	2.25	0
82	1	0.75	1
83	1	2.25	0
84	0	0.75	0
85	1	0.75	0
86	0	2.25	0
87	1	1.5	0
88	0	1.5	0
89	0	1.5	0
90	1	3.0	0
91	0	2.25	0
92	0	1.5	0
93	1	3.0	1
94	1	3.0	0
95	1	1.5	0
96	1	2.25	0
97	0	3.0	0
98	1	0.75	0
99	0	0.75	1
100	0	3.0	0
101	1	1.5	0
102	1	0.75	0
103	0	3.0	0
104	0	3.0	0
105	1	0.75	0
106	0	3.0	0
107	0	0.75	1
108	1	3.0	1
109	1	0.75	0
