	direction	jitter	stop_trial
0	0	0.75	0
1	0	3.0	0
2	0	1.5	0
3	0	0.75	0
4	1	1.5	0
5	0	1.5	0
6	0	0.75	0
7	0	1.5	0
8	0	2.25	0
9	0	0.75	0
10	1	1.5	0
11	1	0.75	0
12	1	0.75	0
13	0	3.0	0
14	0	0.75	1
15	0	1.5	1
16	1	3.0	0
17	0	3.0	1
18	0	1.5	0
19	0	2.25	0
20	1	3.0	0
21	1	3.0	1
22	0	0.75	0
23	0	1.5	0
24	1	0.75	0
25	0	1.5	0
26	1	0.75	1
27	1	1.5	1
28	1	3.0	1
29	0	0.75	0
30	1	2.25	0
31	1	1.5	0
32	0	1.5	0
33	0	3.0	0
34	1	1.5	1
35	0	3.0	1
36	1	1.5	0
37	1	3.0	0
38	1	0.75	0
39	1	3.0	0
40	1	0.75	0
41	0	0.75	0
42	0	0.75	0
43	0	0.75	0
44	1	0.75	0
45	1	2.25	0
46	0	2.25	0
47	1	2.25	0
48	1	2.25	0
49	0	1.5	0
50	0	2.25	0
51	0	1.5	0
52	1	0.75	0
53	1	0.75	1
54	0	0.75	0
55	1	1.5	0
56	1	0.75	0
57	1	1.5	0
58	1	1.5	0
59	1	0.75	1
60	0	3.0	0
61	0	3.0	0
62	0	3.0	0
63	1	0.75	1
64	1	3.0	0
65	1	2.25	0
66	0	1.5	0
67	1	3.0	0
68	0	2.25	0
69	1	2.25	0
70	1	3.0	0
71	0	3.0	1
72	0	0.75	0
73	0	2.25	1
74	1	3.0	1
75	1	0.75	1
76	1	3.0	0
77	1	3.0	0
78	1	1.5	1
79	1	1.5	0
80	0	2.25	0
81	1	0.75	1
82	0	0.75	0
83	1	1.5	0
84	1	1.5	0
85	0	1.5	0
86	0	0.75	0
87	1	3.0	0
88	1	2.25	1
89	1	2.25	0
90	1	1.5	0
91	0	0.75	0
92	0	2.25	1
93	0	2.25	1
94	0	2.25	0
95	1	2.25	0
96	1	1.5	0
97	1	2.25	0
98	1	1.5	1
99	0	1.5	1
100	0	2.25	0
101	1	0.75	1
102	0	2.25	0
103	1	0.75	1
104	0	3.0	0
105	0	3.0	1
106	0	1.5	1
107	0	3.0	0
108	0	2.25	0
109	0	2.25	1
