trial_ID	direction	stop_trial	jitter	block
0	1	1	1.5	1
1	1	0	0.75	1
2	0	0	2.25	1
3	1	0	1.5	1
4	1	0	2.25	1
5	1	0	1.5	1
6	1	1	2.25	1
7	1	0	2.25	1
8	0	0	3.0	1
9	0	0	1.5	1
10	0	0	1.5	1
11	1	0	0.75	1
12	0	0	1.5	1
13	1	0	3.0	1
14	1	0	3.0	1
15	1	0	1.5	1
16	1	0	0.75	1
17	1	0	1.5	1
18	0	0	3.0	1
19	0	0	1.5	1
20	0	0	3.0	1
21	1	0	2.25	1
22	0	1	1.5	1
23	0	0	0.75	1
24	1	1	3.0	1
25	0	1	2.25	1
26	1	0	0.75	1
27	0	0	3.0	1
28	0	1	1.5	1
29	1	0	1.5	1
30	0	0	2.25	1
31	1	0	0.75	1
32	1	0	0.75	1
33	0	0	3.0	1
34	1	0	0.75	1
35	1	0	3.0	1
36	0	1	0.75	1
37	0	0	0.75	1
38	1	0	0.75	1
39	1	0	1.5	1
40	1	1	1.5	1
41	0	0	2.25	1
42	1	0	1.5	1
43	0	0	3.0	1
44	1	1	1.5	1
45	0	1	3.0	1
46	1	0	3.0	1
47	1	0	2.25	1
48	1	1	0.75	1
49	0	0	2.25	1
50	1	0	1.5	1
51	1	0	1.5	1
52	1	1	0.75	1
53	0	1	1.5	1
54	1	0	3.0	1
55	1	0	3.0	1
56	0	0	1.5	1
57	0	1	1.5	1
58	1	1	1.5	1
59	1	0	1.5	1
60	1	0	2.25	1
61	1	0	0.75	1
62	1	0	3.0	1
63	1	0	1.5	1
64	0	1	1.5	1
65	0	0	3.0	1
66	0	1	3.0	1
67	0	0	1.5	1
68	1	0	1.5	1
69	0	0	1.5	1
70	0	0	0.75	1
71	0	0	3.0	1
72	0	0	2.25	1
73	0	0	1.5	1
74	0	0	3.0	1
75	0	0	3.0	1
76	0	0	3.0	1
77	0	0	1.5	1
78	0	0	2.25	1
79	1	0	3.0	1
80	0	0	0.75	1
81	1	1	2.25	1
82	1	0	0.75	1
83	0	0	2.25	1
84	1	0	3.0	1
85	0	0	0.75	1
86	1	1	1.5	1
87	1	1	1.5	1
88	0	1	1.5	1
89	1	0	2.25	1
90	0	0	3.0	1
91	0	0	1.5	1
92	1	0	2.25	1
93	1	1	1.5	1
94	0	0	3.0	1
95	0	1	0.75	1
96	1	0	1.5	1
97	0	0	1.5	1
98	0	0	1.5	1
99	1	0	1.5	1
100	1	0	2.25	1
101	0	1	3.0	1
102	0	0	1.5	1
103	1	1	1.5	1
104	0	1	3.0	1
105	0	0	2.25	1
106	1	0	1.5	1
107	1	0	2.25	1
108	1	1	3.0	1
109	0	0	0.75	1
110	0	0	2.25	1
111	0	1	3.0	1
112	0	0	1.5	1
113	1	1	1.5	1
114	0	0	3.0	1
115	0	0	0.75	1
116	0	0	0.75	1
117	1	0	0.75	1
118	1	0	3.0	1
119	0	1	1.5	1
0	0	0	1.5	2
1	1	0	2.25	2
2	1	0	2.25	2
3	0	1	2.25	2
4	0	1	2.25	2
5	0	0	0.75	2
6	0	0	3.0	2
7	1	1	3.0	2
8	1	0	0.75	2
9	1	1	1.5	2
10	0	0	1.5	2
11	0	0	0.75	2
12	1	0	2.25	2
13	1	0	2.25	2
14	1	0	1.5	2
15	1	1	3.0	2
16	0	1	3.0	2
17	1	0	1.5	2
18	0	1	0.75	2
19	1	0	2.25	2
20	1	0	1.5	2
21	0	1	1.5	2
22	0	0	1.5	2
23	1	1	3.0	2
24	1	1	3.0	2
25	1	0	2.25	2
26	1	0	1.5	2
27	0	0	2.25	2
28	0	0	0.75	2
29	0	0	0.75	2
30	1	0	0.75	2
31	0	0	3.0	2
32	1	0	3.0	2
33	1	0	3.0	2
34	1	0	0.75	2
35	0	0	2.25	2
36	0	0	1.5	2
37	1	0	2.25	2
38	1	1	1.5	2
39	0	0	0.75	2
40	0	0	1.5	2
41	1	1	1.5	2
42	1	0	0.75	2
43	0	1	3.0	2
44	1	0	0.75	2
45	1	0	0.75	2
46	1	1	0.75	2
47	0	0	2.25	2
48	0	0	1.5	2
49	0	1	3.0	2
50	0	0	3.0	2
51	1	1	2.25	2
52	0	0	2.25	2
53	1	0	0.75	2
54	1	0	1.5	2
55	0	0	3.0	2
56	1	0	0.75	2
57	0	0	1.5	2
58	0	0	3.0	2
59	0	1	2.25	2
60	0	0	0.75	2
61	1	0	0.75	2
62	0	1	3.0	2
63	0	0	3.0	2
64	0	0	0.75	2
65	1	0	0.75	2
66	1	0	0.75	2
67	0	0	1.5	2
68	0	0	2.25	2
69	1	0	0.75	2
70	1	0	0.75	2
71	1	0	1.5	2
72	1	0	2.25	2
73	1	1	0.75	2
74	1	0	0.75	2
75	0	0	1.5	2
76	0	0	2.25	2
77	1	0	1.5	2
78	0	0	2.25	2
79	0	0	1.5	2
80	0	0	3.0	2
81	0	0	3.0	2
82	0	0	2.25	2
83	1	0	1.5	2
84	0	0	0.75	2
85	1	1	1.5	2
86	1	0	3.0	2
87	0	0	0.75	2
88	0	1	3.0	2
89	0	0	2.25	2
90	0	0	2.25	2
91	0	0	1.5	2
92	0	0	3.0	2
93	1	1	1.5	2
94	1	1	3.0	2
95	0	1	0.75	2
96	1	0	2.25	2
97	0	0	3.0	2
98	0	0	3.0	2
99	1	1	0.75	2
100	0	0	2.25	2
101	0	0	1.5	2
102	1	0	0.75	2
103	1	0	2.25	2
104	1	0	3.0	2
105	0	0	3.0	2
106	1	1	3.0	2
107	1	0	0.75	2
108	1	0	1.5	2
109	1	0	1.5	2
110	1	0	3.0	2
111	0	1	3.0	2
112	1	0	0.75	2
113	0	1	0.75	2
114	1	0	0.75	2
115	1	0	1.5	2
116	0	1	3.0	2
117	0	1	2.25	2
118	0	0	0.75	2
119	1	0	1.5	2
0	0	0	3.0	3
1	0	1	1.5	3
2	0	0	1.5	3
3	1	1	0.75	3
4	1	0	1.5	3
5	0	0	1.5	3
6	0	1	2.25	3
7	0	0	3.0	3
8	0	0	3.0	3
9	1	0	0.75	3
10	1	0	1.5	3
11	0	0	1.5	3
12	0	1	2.25	3
13	1	1	1.5	3
14	0	1	1.5	3
15	0	0	1.5	3
16	1	0	3.0	3
17	1	0	3.0	3
18	1	1	3.0	3
19	0	0	0.75	3
20	1	0	1.5	3
21	1	0	2.25	3
22	1	0	1.5	3
23	1	0	3.0	3
24	1	0	2.25	3
25	0	0	1.5	3
26	0	0	1.5	3
27	0	0	0.75	3
28	0	0	2.25	3
29	0	0	2.25	3
30	1	0	3.0	3
31	0	0	0.75	3
32	1	1	3.0	3
33	1	1	3.0	3
34	0	0	3.0	3
35	0	0	1.5	3
36	1	0	0.75	3
37	1	0	3.0	3
38	1	1	2.25	3
39	1	0	1.5	3
40	0	0	3.0	3
41	1	0	1.5	3
42	0	1	3.0	3
43	1	0	0.75	3
44	1	1	2.25	3
45	0	1	0.75	3
46	1	0	1.5	3
47	1	0	3.0	3
48	0	1	0.75	3
49	1	1	2.25	3
50	0	0	2.25	3
51	0	1	1.5	3
52	0	0	2.25	3
53	0	0	3.0	3
54	1	0	2.25	3
55	0	0	2.25	3
56	1	0	2.25	3
57	1	0	2.25	3
58	0	0	1.5	3
59	0	0	2.25	3
60	1	0	2.25	3
61	0	0	3.0	3
62	0	0	1.5	3
63	0	0	2.25	3
64	1	0	0.75	3
65	1	0	1.5	3
66	1	0	3.0	3
67	0	0	2.25	3
68	1	0	2.25	3
69	1	0	2.25	3
70	1	0	0.75	3
71	0	0	2.25	3
72	0	0	0.75	3
73	1	1	3.0	3
74	1	0	0.75	3
75	0	1	0.75	3
76	0	0	2.25	3
77	1	0	1.5	3
78	1	0	2.25	3
79	0	1	1.5	3
80	0	1	0.75	3
81	1	1	2.25	3
82	1	0	0.75	3
83	0	1	0.75	3
84	1	0	3.0	3
85	0	0	3.0	3
86	1	1	1.5	3
87	1	1	3.0	3
88	0	0	1.5	3
89	1	0	1.5	3
90	1	0	2.25	3
91	0	0	0.75	3
92	0	0	0.75	3
93	1	1	3.0	3
94	1	0	3.0	3
95	0	0	0.75	3
96	0	0	0.75	3
97	0	0	2.25	3
98	0	0	0.75	3
99	1	0	1.5	3
100	1	0	2.25	3
101	0	0	0.75	3
102	1	0	0.75	3
103	1	0	3.0	3
104	0	0	1.5	3
105	0	1	1.5	3
106	1	1	3.0	3
107	0	0	2.25	3
108	0	1	1.5	3
109	1	0	3.0	3
110	0	1	3.0	3
111	0	0	3.0	3
112	1	0	0.75	3
113	1	0	2.25	3
114	1	0	0.75	3
115	0	0	2.25	3
116	0	0	0.75	3
117	0	0	1.5	3
118	1	1	2.25	3
119	1	0	3.0	3
