	direction	jitter	stop_trial
0	0	1.5	1
1	0	1.5	0
2	0	0.75	1
3	1	2.25	1
4	1	0.75	0
5	1	2.25	0
6	0	3.0	1
7	0	1.5	0
8	0	2.25	0
9	0	3.0	0
10	1	2.25	0
11	0	3.0	0
12	1	0.75	0
13	1	2.25	0
14	1	2.25	0
15	0	1.5	1
16	0	1.5	0
17	1	1.5	1
18	1	1.5	1
19	0	1.5	0
20	1	2.25	0
21	1	1.5	0
22	0	2.25	1
23	0	3.0	0
24	1	0.75	0
25	0	2.25	0
26	0	1.5	0
27	1	3.0	0
28	0	2.25	0
29	0	2.25	1
30	1	3.0	1
31	1	2.25	1
32	0	1.5	0
33	1	1.5	1
34	0	2.25	0
35	0	1.5	0
36	0	1.5	0
37	0	2.25	0
38	1	2.25	0
39	0	2.25	0
40	0	0.75	0
41	1	1.5	0
42	1	0.75	1
43	1	3.0	0
44	0	1.5	0
45	0	0.75	1
46	1	0.75	0
47	1	0.75	0
48	0	2.25	0
49	1	1.5	0
50	1	1.5	0
51	1	3.0	0
52	0	0.75	0
53	0	1.5	0
54	1	2.25	1
55	1	1.5	1
56	0	3.0	0
57	1	3.0	0
58	1	3.0	0
59	0	1.5	1
60	1	2.25	0
61	1	1.5	1
62	0	1.5	0
63	0	0.75	0
64	0	2.25	0
65	1	1.5	0
66	0	0.75	0
67	1	3.0	0
68	0	0.75	0
69	0	2.25	0
70	0	0.75	0
71	0	0.75	0
72	1	0.75	0
73	1	0.75	0
74	1	3.0	0
75	0	0.75	1
76	0	1.5	0
77	0	0.75	0
78	0	2.25	1
79	0	0.75	0
80	1	3.0	1
81	0	3.0	0
82	1	2.25	0
83	1	3.0	0
84	0	0.75	0
85	1	3.0	0
86	0	0.75	1
87	1	2.25	0
88	0	2.25	0
89	1	1.5	0
90	0	3.0	0
91	0	3.0	1
92	1	2.25	1
93	0	3.0	0
94	1	3.0	0
95	1	3.0	0
96	0	2.25	1
97	1	3.0	1
98	0	3.0	0
99	1	3.0	0
100	1	1.5	1
101	1	2.25	0
102	1	2.25	0
103	1	1.5	0
104	1	3.0	0
105	1	3.0	0
106	0	2.25	1
107	1	3.0	0
108	1	3.0	0
109	0	2.25	0
