	direction	jitter	stop_trial
0	0	0.75	1
1	0	3.0	0
2	0	3.0	0
3	0	0.75	0
4	1	3.0	0
5	1	2.25	1
6	1	2.25	0
7	0	2.25	0
8	0	1.5	1
9	0	1.5	0
10	0	0.75	0
11	0	3.0	1
12	1	2.25	1
13	0	2.25	1
14	0	1.5	0
15	1	0.75	0
16	1	2.25	1
17	1	3.0	0
18	1	0.75	0
19	1	2.25	0
20	0	3.0	1
21	1	1.5	0
22	0	2.25	0
23	1	0.75	0
24	0	2.25	0
25	1	3.0	1
26	1	0.75	1
27	0	1.5	0
28	1	1.5	0
29	1	2.25	0
30	1	1.5	1
31	0	0.75	0
32	1	3.0	1
33	0	1.5	0
34	0	3.0	1
35	0	1.5	0
36	1	3.0	0
37	1	3.0	0
38	0	3.0	0
39	0	1.5	0
40	1	1.5	0
41	1	3.0	0
42	1	2.25	0
43	0	2.25	1
44	0	0.75	0
45	0	2.25	0
46	0	3.0	0
47	1	1.5	0
48	1	1.5	1
49	1	3.0	0
50	0	1.5	0
51	0	0.75	0
52	1	3.0	0
53	1	2.25	0
54	0	2.25	0
55	1	2.25	0
56	1	3.0	0
57	1	3.0	0
58	0	0.75	1
59	1	3.0	0
60	0	3.0	0
61	1	3.0	0
62	0	1.5	0
63	0	0.75	1
64	0	3.0	1
65	0	2.25	0
66	1	0.75	0
67	1	0.75	0
68	0	2.25	0
69	1	3.0	1
70	0	3.0	0
71	0	3.0	0
72	0	3.0	1
73	1	3.0	0
74	0	3.0	0
75	0	1.5	1
76	0	0.75	0
77	1	1.5	0
78	1	2.25	0
79	1	2.25	1
80	1	2.25	0
81	0	3.0	1
82	1	2.25	0
83	1	1.5	0
84	1	2.25	0
85	0	0.75	0
86	1	2.25	0
87	0	2.25	0
88	0	1.5	0
89	0	0.75	1
90	1	3.0	0
91	0	1.5	0
92	1	3.0	0
93	1	0.75	1
94	1	3.0	0
95	1	3.0	1
96	1	1.5	0
97	0	3.0	1
98	0	0.75	0
99	0	1.5	0
100	0	2.25	0
101	1	3.0	0
102	0	2.25	0
103	1	1.5	0
104	1	3.0	0
105	1	2.25	1
106	1	1.5	0
107	0	0.75	0
108	0	2.25	0
109	0	1.5	0
