	direction	jitter	stop_trial
0	0	3.0	0
1	1	1.5	0
2	1	1.5	0
3	0	3.0	0
4	0	3.0	0
5	1	1.5	0
6	1	1.5	1
7	0	0.75	1
8	0	1.5	1
9	1	1.5	0
10	0	2.25	0
11	0	3.0	1
12	1	0.75	0
13	0	2.25	0
14	0	3.0	0
15	0	0.75	0
16	1	2.25	0
17	1	2.25	0
18	0	0.75	0
19	0	3.0	1
20	1	0.75	0
21	0	0.75	1
22	0	2.25	1
23	1	2.25	0
24	0	3.0	1
25	1	2.25	0
26	0	2.25	0
27	0	0.75	0
28	1	3.0	0
29	0	0.75	0
30	0	3.0	1
31	0	0.75	0
32	0	1.5	0
33	0	0.75	0
34	0	2.25	0
35	1	0.75	0
36	1	0.75	0
37	0	3.0	0
38	1	1.5	1
39	0	2.25	1
40	1	3.0	0
41	0	0.75	0
42	1	0.75	0
43	1	0.75	0
44	0	2.25	0
45	1	0.75	0
46	1	3.0	1
47	1	0.75	0
48	0	2.25	0
49	0	3.0	0
50	0	1.5	1
51	1	3.0	0
52	1	1.5	1
53	0	2.25	1
54	0	1.5	0
55	1	2.25	0
56	0	3.0	0
57	0	2.25	0
58	0	2.25	0
59	1	1.5	1
60	0	0.75	0
61	1	0.75	0
62	0	0.75	0
63	1	3.0	0
64	1	1.5	0
65	1	0.75	0
66	0	2.25	1
67	0	0.75	1
68	0	0.75	1
69	0	1.5	1
70	1	0.75	1
71	0	2.25	0
72	1	2.25	0
73	1	1.5	0
74	1	1.5	0
75	1	3.0	0
76	1	2.25	0
77	0	0.75	0
78	1	3.0	0
79	1	3.0	0
80	0	0.75	0
81	1	3.0	0
82	0	1.5	1
83	0	2.25	1
84	0	2.25	1
85	1	1.5	0
86	1	3.0	0
87	0	1.5	1
88	1	2.25	0
89	1	3.0	0
90	1	0.75	0
91	1	0.75	0
92	0	0.75	0
93	1	3.0	1
94	1	3.0	1
95	1	2.25	0
96	1	1.5	0
97	0	1.5	0
98	1	3.0	0
99	1	0.75	0
100	0	2.25	0
101	0	3.0	0
102	0	3.0	0
103	1	3.0	0
104	1	2.25	0
105	1	0.75	0
106	1	1.5	1
107	0	0.75	0
108	0	1.5	0
109	1	3.0	0
