	direction	jitter	stop_trial
0	1	0.75	0
1	0	0.75	0
2	0	3.0	0
3	1	0.75	0
4	1	1.5	1
5	1	3.0	0
6	1	0.75	0
7	1	3.0	0
8	0	2.25	0
9	1	1.5	0
10	0	0.75	0
11	1	3.0	1
12	1	3.0	0
13	1	0.75	0
14	1	3.0	1
15	0	2.25	1
16	0	1.5	0
17	0	3.0	1
18	0	2.25	1
19	1	3.0	0
20	1	1.5	0
21	0	2.25	1
22	0	0.75	0
23	0	3.0	0
24	1	0.75	0
25	1	1.5	1
26	1	1.5	0
27	0	3.0	0
28	0	3.0	0
29	1	1.5	0
30	1	3.0	0
31	0	3.0	0
32	1	0.75	0
33	1	2.25	0
34	0	1.5	0
35	1	3.0	0
36	0	1.5	0
37	0	3.0	1
38	0	2.25	1
39	1	0.75	0
40	0	3.0	0
41	1	0.75	0
42	0	3.0	0
43	1	2.25	0
44	0	0.75	0
45	1	3.0	0
46	0	1.5	1
47	1	1.5	1
48	1	3.0	1
49	0	3.0	0
50	1	2.25	0
51	1	2.25	0
52	1	0.75	0
53	1	2.25	1
54	0	2.25	0
55	1	2.25	1
56	0	3.0	0
57	1	1.5	0
58	1	3.0	1
59	1	1.5	0
60	1	2.25	0
61	0	3.0	1
62	0	0.75	0
63	1	3.0	1
64	1	3.0	0
65	0	1.5	0
66	0	0.75	1
67	0	1.5	0
68	0	1.5	1
69	1	2.25	0
70	0	2.25	0
71	0	0.75	0
72	1	3.0	1
73	0	2.25	1
74	0	3.0	0
75	0	3.0	0
76	1	3.0	0
77	0	0.75	0
78	1	0.75	0
79	0	0.75	1
80	1	1.5	0
81	0	1.5	1
82	1	0.75	0
83	1	1.5	0
84	1	0.75	0
85	1	0.75	0
86	0	2.25	0
87	1	1.5	0
88	1	3.0	0
89	0	3.0	1
90	0	3.0	0
91	0	2.25	1
92	0	0.75	0
93	1	1.5	0
94	0	0.75	0
95	1	3.0	0
96	0	2.25	0
97	0	0.75	0
98	0	2.25	0
99	1	0.75	0
100	0	1.5	0
101	1	2.25	0
102	0	0.75	0
103	0	2.25	0
104	0	0.75	0
105	0	1.5	1
106	0	2.25	0
107	0	2.25	1
108	1	2.25	0
109	1	3.0	0
