trial_ID	direction	stop_trial	jitter	block
0	0	0	2.25	1
1	1	0	0.75	1
2	0	0	2.25	1
3	1	1	3.0	1
4	1	0	0.75	1
5	0	0	3.0	1
6	0	0	0.75	1
7	1	0	1.5	1
8	1	0	1.5	1
9	0	0	1.5	1
10	1	1	2.25	1
11	0	0	1.5	1
12	1	0	1.5	1
13	1	0	0.75	1
14	1	0	0.75	1
15	0	1	2.25	1
16	1	0	1.5	1
17	0	1	0.75	1
18	1	1	0.75	1
19	0	0	2.25	1
20	1	0	2.25	1
21	0	1	2.25	1
22	0	1	0.75	1
23	1	0	2.25	1
24	0	1	2.25	1
25	0	0	3.0	1
26	1	0	2.25	1
27	1	1	1.5	1
28	0	1	2.25	1
29	1	0	2.25	1
30	0	1	2.25	1
31	1	0	3.0	1
32	0	0	0.75	1
33	0	0	3.0	1
34	1	0	2.25	1
35	1	0	3.0	1
36	1	1	0.75	1
37	0	0	3.0	1
38	0	0	1.5	1
39	0	0	0.75	1
40	1	1	1.5	1
41	1	0	1.5	1
42	0	0	0.75	1
43	0	0	0.75	1
44	0	0	2.25	1
45	0	0	1.5	1
46	0	1	1.5	1
47	0	0	0.75	1
48	1	0	2.25	1
49	0	1	3.0	1
50	0	0	1.5	1
51	1	1	0.75	1
52	0	0	0.75	1
53	0	0	1.5	1
54	0	0	1.5	1
55	0	0	1.5	1
56	0	0	0.75	1
57	1	0	3.0	1
58	1	0	3.0	1
59	0	1	3.0	1
60	1	1	3.0	1
61	1	0	2.25	1
62	1	0	1.5	1
63	0	0	0.75	1
64	0	0	0.75	1
65	0	0	2.25	1
66	0	1	3.0	1
67	1	0	3.0	1
68	1	0	0.75	1
69	1	0	1.5	1
70	1	0	2.25	1
71	0	0	0.75	1
72	0	0	1.5	1
73	0	0	0.75	1
74	0	1	0.75	1
75	1	0	0.75	1
76	1	0	3.0	1
77	0	0	2.25	1
78	1	1	3.0	1
79	1	1	2.25	1
80	1	0	3.0	1
81	0	0	2.25	1
82	1	0	2.25	1
83	1	0	0.75	1
84	1	0	3.0	1
85	1	0	1.5	1
86	1	0	1.5	1
87	0	0	1.5	1
88	1	0	3.0	1
89	0	0	2.25	1
90	0	0	0.75	1
91	0	0	0.75	1
92	1	0	1.5	1
93	1	1	1.5	1
94	1	0	0.75	1
95	1	0	0.75	1
96	0	1	2.25	1
97	1	0	0.75	1
98	0	1	2.25	1
99	1	1	2.25	1
100	0	1	1.5	1
101	0	0	3.0	1
102	1	0	3.0	1
103	1	0	2.25	1
104	0	0	0.75	1
105	1	0	1.5	1
106	0	0	1.5	1
107	1	1	1.5	1
108	1	0	1.5	1
109	0	0	2.25	1
110	1	1	2.25	1
111	0	0	2.25	1
112	0	0	2.25	1
113	1	0	2.25	1
0	0	1	1.5	2
1	1	0	2.25	2
2	0	1	0.75	2
3	1	0	3.0	2
4	0	1	0.75	2
5	1	0	0.75	2
6	0	0	2.25	2
7	0	0	3.0	2
8	1	0	0.75	2
9	0	0	0.75	2
10	0	1	0.75	2
11	1	0	2.25	2
12	1	0	1.5	2
13	0	0	1.5	2
14	0	0	3.0	2
15	0	0	2.25	2
16	1	1	1.5	2
17	0	0	1.5	2
18	0	0	1.5	2
19	1	0	1.5	2
20	1	1	0.75	2
21	0	0	3.0	2
22	0	1	1.5	2
23	0	0	0.75	2
24	1	1	1.5	2
25	1	0	0.75	2
26	1	0	1.5	2
27	1	0	0.75	2
28	0	0	3.0	2
29	1	0	0.75	2
30	0	0	3.0	2
31	1	0	2.25	2
32	1	1	3.0	2
33	1	0	1.5	2
34	1	0	3.0	2
35	1	0	1.5	2
36	0	1	0.75	2
37	0	0	0.75	2
38	1	0	2.25	2
39	0	0	1.5	2
40	1	0	3.0	2
41	0	0	2.25	2
42	0	0	2.25	2
43	0	0	3.0	2
44	0	0	0.75	2
45	0	0	2.25	2
46	0	1	2.25	2
47	0	1	0.75	2
48	1	0	2.25	2
49	0	0	3.0	2
50	1	0	1.5	2
51	1	0	0.75	2
52	1	0	3.0	2
53	0	0	3.0	2
54	0	0	2.25	2
55	1	1	2.25	2
56	0	1	1.5	2
57	1	0	3.0	2
58	1	1	3.0	2
59	1	0	2.25	2
60	1	1	1.5	2
61	0	1	2.25	2
62	0	0	3.0	2
63	1	0	3.0	2
64	1	0	2.25	2
65	0	0	3.0	2
66	0	0	1.5	2
67	0	0	3.0	2
68	0	1	3.0	2
69	1	0	0.75	2
70	1	0	0.75	2
71	0	0	3.0	2
72	0	0	1.5	2
73	0	0	0.75	2
74	0	0	3.0	2
75	0	0	0.75	2
76	1	0	1.5	2
77	1	0	2.25	2
78	0	0	0.75	2
79	0	0	1.5	2
80	1	1	0.75	2
81	0	0	1.5	2
82	1	1	3.0	2
83	0	0	0.75	2
84	0	0	2.25	2
85	1	0	2.25	2
86	0	0	0.75	2
87	0	1	2.25	2
88	1	1	3.0	2
89	0	1	3.0	2
90	1	0	1.5	2
91	1	0	3.0	2
92	1	0	3.0	2
93	1	0	0.75	2
94	1	0	1.5	2
95	0	0	3.0	2
96	1	1	2.25	2
97	0	1	3.0	2
98	1	0	0.75	2
99	0	0	0.75	2
100	0	0	2.25	2
101	1	1	0.75	2
102	0	0	0.75	2
103	1	0	0.75	2
104	1	1	1.5	2
105	1	0	2.25	2
106	1	0	1.5	2
107	1	0	0.75	2
108	1	0	1.5	2
109	1	0	0.75	2
110	1	0	2.25	2
111	0	0	0.75	2
112	0	1	1.5	2
113	1	1	3.0	2
0	0	0	1.5	3
1	1	1	3.0	3
2	0	0	3.0	3
3	0	0	1.5	3
4	1	0	3.0	3
5	0	1	3.0	3
6	0	0	1.5	3
7	0	0	2.25	3
8	1	0	1.5	3
9	1	0	2.25	3
10	0	0	3.0	3
11	1	1	0.75	3
12	1	0	2.25	3
13	1	0	0.75	3
14	1	1	3.0	3
15	1	0	1.5	3
16	0	1	1.5	3
17	0	0	3.0	3
18	1	0	0.75	3
19	1	0	3.0	3
20	0	0	2.25	3
21	1	0	1.5	3
22	1	0	3.0	3
23	0	0	1.5	3
24	0	0	1.5	3
25	0	0	2.25	3
26	1	1	0.75	3
27	0	0	3.0	3
28	1	0	2.25	3
29	1	1	2.25	3
30	1	0	0.75	3
31	0	1	0.75	3
32	0	1	2.25	3
33	1	1	2.25	3
34	0	1	1.5	3
35	0	0	0.75	3
36	1	1	1.5	3
37	0	0	1.5	3
38	0	0	1.5	3
39	0	0	1.5	3
40	0	0	1.5	3
41	0	1	0.75	3
42	1	0	3.0	3
43	0	0	0.75	3
44	1	0	3.0	3
45	1	0	2.25	3
46	1	0	0.75	3
47	1	0	3.0	3
48	0	0	3.0	3
49	1	1	2.25	3
50	0	0	1.5	3
51	1	0	2.25	3
52	0	0	2.25	3
53	0	1	0.75	3
54	0	0	1.5	3
55	0	0	2.25	3
56	0	0	3.0	3
57	0	0	0.75	3
58	1	1	0.75	3
59	1	0	1.5	3
60	1	1	3.0	3
61	1	0	2.25	3
62	1	0	2.25	3
63	0	0	1.5	3
64	1	0	3.0	3
65	1	0	0.75	3
66	1	0	1.5	3
67	1	0	2.25	3
68	0	0	1.5	3
69	0	0	1.5	3
70	1	0	0.75	3
71	0	0	3.0	3
72	1	0	0.75	3
73	1	0	2.25	3
74	1	0	0.75	3
75	0	1	1.5	3
76	0	0	2.25	3
77	1	0	2.25	3
78	1	0	3.0	3
79	1	0	1.5	3
80	1	0	3.0	3
81	0	1	1.5	3
82	0	0	0.75	3
83	1	0	1.5	3
84	1	0	1.5	3
85	0	0	1.5	3
86	0	0	1.5	3
87	0	1	3.0	3
88	0	0	1.5	3
89	1	1	2.25	3
90	0	1	1.5	3
91	1	0	1.5	3
92	1	1	2.25	3
93	1	0	0.75	3
94	0	0	0.75	3
95	0	1	3.0	3
96	1	1	2.25	3
97	0	0	2.25	3
98	0	0	3.0	3
99	1	1	2.25	3
100	1	0	3.0	3
