	direction	jitter	stop_trial
0	0	3.0	0
1	0	3.0	1
2	1	2.25	0
3	0	0.75	0
4	0	0.75	0
5	1	2.25	0
6	1	3.0	0
7	1	3.0	0
8	1	3.0	0
9	0	2.25	0
10	0	0.75	0
11	1	1.5	0
12	1	2.25	1
13	1	0.75	0
14	0	3.0	0
15	0	1.5	0
16	1	0.75	0
17	0	1.5	0
18	0	0.75	0
19	1	1.5	1
20	0	2.25	0
21	1	2.25	1
22	1	2.25	0
23	1	1.5	0
24	0	2.25	0
25	0	2.25	0
26	0	1.5	0
27	1	0.75	0
28	0	2.25	1
29	1	1.5	0
30	0	2.25	0
31	0	3.0	0
32	1	2.25	0
33	0	3.0	0
34	1	1.5	0
35	1	0.75	0
36	0	1.5	0
37	0	2.25	0
38	1	0.75	0
39	1	2.25	1
40	1	3.0	0
41	0	0.75	1
42	1	2.25	0
43	0	0.75	0
44	0	2.25	0
45	1	1.5	1
46	1	0.75	0
47	0	0.75	1
48	1	3.0	0
49	1	0.75	0
50	0	1.5	0
51	1	0.75	0
52	1	2.25	0
53	0	3.0	1
54	0	3.0	0
55	0	2.25	1
56	1	3.0	0
57	0	1.5	0
58	1	2.25	1
59	1	2.25	0
60	0	3.0	0
61	0	3.0	1
62	1	1.5	0
63	1	3.0	0
64	1	3.0	1
65	0	2.25	0
66	1	1.5	0
67	1	3.0	0
68	0	0.75	0
69	1	1.5	1
70	1	0.75	0
71	0	0.75	1
72	1	3.0	1
73	1	1.5	0
74	0	2.25	0
75	1	2.25	0
76	1	1.5	0
77	1	3.0	1
78	0	0.75	1
79	1	3.0	0
80	0	1.5	1
81	0	3.0	0
82	0	0.75	0
83	1	1.5	0
84	1	3.0	0
85	0	1.5	0
86	0	3.0	0
87	0	3.0	0
88	0	1.5	0
89	0	1.5	0
90	0	1.5	1
91	0	2.25	0
92	0	2.25	1
93	1	2.25	1
94	0	0.75	0
95	0	2.25	1
96	1	3.0	0
97	0	0.75	1
98	1	3.0	0
99	1	0.75	0
100	1	1.5	0
101	0	3.0	1
102	0	1.5	0
103	1	1.5	0
104	1	0.75	1
105	0	3.0	0
106	0	2.25	0
107	1	2.25	1
108	1	2.25	0
109	0	0.75	0
