	direction	jitter	stop_trial
0	1	2.25	1
1	1	0.75	0
2	1	0.75	0
3	0	3.0	0
4	1	2.25	1
5	0	2.25	0
6	1	2.25	0
7	1	1.5	0
8	0	0.75	0
9	0	3.0	0
10	0	0.75	0
11	0	0.75	0
12	1	0.75	0
13	0	3.0	0
14	1	0.75	0
15	0	2.25	0
16	1	3.0	0
17	1	3.0	0
18	1	3.0	0
19	1	0.75	0
20	0	2.25	0
21	1	0.75	0
22	1	2.25	1
23	0	0.75	0
24	0	3.0	1
25	0	0.75	0
26	1	1.5	0
27	1	3.0	1
28	1	2.25	0
29	1	3.0	0
30	0	3.0	0
31	0	0.75	0
32	0	3.0	0
33	1	1.5	0
34	0	0.75	0
35	1	1.5	0
36	1	1.5	1
37	1	1.5	0
38	0	1.5	0
39	0	1.5	0
40	1	3.0	0
41	1	0.75	0
42	1	2.25	1
43	1	1.5	0
44	1	2.25	0
45	0	2.25	0
46	1	0.75	0
47	1	0.75	0
48	1	2.25	0
49	0	0.75	0
50	1	1.5	0
51	1	1.5	0
52	0	2.25	1
53	0	3.0	0
54	1	3.0	1
55	0	3.0	0
56	0	2.25	0
57	1	3.0	0
58	0	2.25	1
59	1	2.25	1
60	1	0.75	0
61	0	2.25	1
62	0	1.5	0
63	1	0.75	0
64	0	2.25	1
65	0	3.0	1
66	0	0.75	0
67	0	3.0	0
68	1	1.5	1
69	1	2.25	1
70	0	1.5	1
71	0	1.5	0
72	1	1.5	0
73	0	1.5	0
74	0	0.75	1
75	1	0.75	0
76	1	0.75	1
77	1	2.25	1
78	0	1.5	1
79	1	2.25	0
80	1	3.0	0
81	0	2.25	1
82	0	2.25	0
83	0	2.25	0
84	0	3.0	0
85	0	0.75	0
86	1	3.0	0
87	1	3.0	0
88	0	3.0	1
89	0	2.25	1
90	0	3.0	0
91	1	3.0	0
92	0	0.75	0
93	1	0.75	0
94	0	1.5	0
95	1	1.5	0
96	0	1.5	0
97	0	3.0	1
98	0	3.0	0
99	0	0.75	0
100	1	2.25	0
101	0	0.75	0
102	1	1.5	1
103	0	0.75	0
104	1	2.25	0
105	0	1.5	1
106	1	3.0	0
107	0	1.5	1
108	1	0.75	0
109	0	1.5	0
