	direction	jitter	stop_trial
0	1	2.25	0
1	1	0.75	1
2	0	1.5	1
3	0	3.0	0
4	1	0.75	0
5	0	0.75	0
6	1	3.0	0
7	0	1.5	0
8	1	3.0	0
9	1	0.75	0
10	1	1.5	0
11	1	3.0	0
12	1	3.0	0
13	0	0.75	0
14	1	0.75	0
15	1	0.75	0
16	0	2.25	0
17	1	2.25	0
18	0	3.0	0
19	0	1.5	0
20	0	1.5	0
21	1	3.0	0
22	0	1.5	0
23	1	1.5	0
24	1	2.25	0
25	1	1.5	0
26	1	2.25	1
27	0	3.0	1
28	0	2.25	0
29	0	0.75	0
30	1	2.25	0
31	1	1.5	1
32	1	0.75	1
33	0	0.75	0
34	1	1.5	0
35	1	0.75	0
36	0	1.5	1
37	0	2.25	1
38	0	3.0	1
39	0	0.75	0
40	0	3.0	0
41	0	0.75	1
42	0	0.75	0
43	0	0.75	1
44	0	3.0	0
45	0	1.5	0
46	1	1.5	0
47	1	1.5	0
48	0	0.75	1
49	1	3.0	0
50	1	3.0	0
51	1	2.25	1
52	1	3.0	1
53	0	3.0	0
54	0	0.75	0
55	0	0.75	0
56	1	2.25	0
57	0	0.75	1
58	0	3.0	0
59	1	1.5	0
60	0	2.25	0
61	1	0.75	0
62	1	0.75	1
63	1	3.0	0
64	1	2.25	0
65	0	0.75	0
66	1	3.0	0
67	0	1.5	0
68	0	0.75	0
69	1	1.5	1
70	0	2.25	0
71	0	1.5	1
72	0	1.5	0
73	0	0.75	0
74	1	2.25	0
75	1	3.0	0
76	0	2.25	0
77	0	0.75	1
78	1	3.0	0
79	0	3.0	0
80	1	0.75	1
81	0	2.25	1
82	1	1.5	0
83	1	2.25	0
84	1	0.75	1
85	0	0.75	1
86	1	3.0	0
87	0	1.5	0
88	1	1.5	0
89	1	1.5	0
90	1	2.25	0
91	0	0.75	1
92	0	3.0	0
93	0	0.75	0
94	1	3.0	0
95	1	2.25	0
96	0	2.25	0
97	0	0.75	0
98	1	0.75	0
99	1	0.75	1
100	0	3.0	1
101	1	2.25	1
102	0	3.0	0
103	0	1.5	0
104	1	1.5	1
105	0	3.0	0
106	1	3.0	0
107	0	2.25	0
108	1	1.5	0
109	0	2.25	0
