trial_ID	direction	stop_trial	jitter	block
0	0	0	0.75	1
1	0	1	0.75	1
2	0	0	2.25	1
3	0	0	3.0	1
4	1	0	3.0	1
5	0	0	0.75	1
6	0	0	0.75	1
7	1	0	1.5	1
8	0	0	3.0	1
9	0	0	0.75	1
10	0	0	1.5	1
11	1	1	3.0	1
12	1	1	3.0	1
13	1	0	3.0	1
14	1	1	3.0	1
15	1	0	0.75	1
16	0	0	0.75	1
17	0	0	2.25	1
18	0	0	1.5	1
19	1	0	1.5	1
20	0	1	1.5	1
21	1	0	2.25	1
22	0	0	3.0	1
23	0	0	3.0	1
24	1	1	2.25	1
25	0	1	3.0	1
26	0	0	2.25	1
27	1	0	1.5	1
28	0	0	3.0	1
29	1	0	3.0	1
30	0	1	1.5	1
31	1	1	1.5	1
32	1	0	0.75	1
33	0	0	2.25	1
34	1	0	3.0	1
35	0	0	2.25	1
36	1	1	1.5	1
37	0	0	1.5	1
38	1	1	1.5	1
39	1	0	0.75	1
40	1	0	3.0	1
41	0	0	2.25	1
42	1	0	2.25	1
43	0	0	3.0	1
44	0	0	0.75	1
45	1	1	1.5	1
46	1	0	1.5	1
47	0	0	1.5	1
48	1	0	2.25	1
49	1	0	3.0	1
50	1	0	0.75	1
51	0	0	1.5	1
52	0	1	3.0	1
53	1	0	2.25	1
54	0	0	2.25	1
55	0	0	3.0	1
56	0	0	3.0	1
57	1	0	3.0	1
58	0	1	0.75	1
59	1	0	2.25	1
60	1	0	3.0	1
61	1	0	3.0	1
62	0	0	2.25	1
63	0	0	0.75	1
64	1	0	3.0	1
65	0	0	0.75	1
66	1	0	1.5	1
67	1	1	0.75	1
68	1	0	2.25	1
69	0	0	0.75	1
70	1	0	1.5	1
71	1	0	2.25	1
72	0	1	1.5	1
73	1	0	0.75	1
74	1	1	2.25	1
75	1	0	1.5	1
76	0	1	3.0	1
77	1	0	2.25	1
78	0	1	2.25	1
79	0	1	3.0	1
80	1	0	0.75	1
81	1	0	0.75	1
82	0	0	2.25	1
83	1	0	3.0	1
84	0	0	1.5	1
85	0	0	2.25	1
86	1	0	1.5	1
87	1	0	0.75	1
88	0	0	1.5	1
