	direction	jitter	stop_trial
0	0	0.75	0
1	1	2.25	1
2	1	0.75	0
3	1	1.5	1
4	0	2.25	0
5	1	3.0	0
6	0	2.25	0
7	0	1.5	0
8	0	1.5	0
9	0	0.75	0
10	1	2.25	0
11	0	0.75	0
12	1	3.0	0
13	1	0.75	0
14	0	0.75	0
15	1	1.5	0
16	1	2.25	0
17	0	0.75	0
18	1	0.75	0
19	0	2.25	0
20	0	2.25	1
21	0	1.5	1
22	0	3.0	1
23	0	3.0	0
24	1	1.5	0
25	1	0.75	0
26	0	2.25	0
27	1	3.0	0
28	1	3.0	0
29	1	1.5	0
30	1	0.75	0
31	0	2.25	0
32	0	3.0	0
33	1	2.25	0
34	0	2.25	0
35	0	0.75	0
36	0	1.5	0
37	0	0.75	0
38	1	3.0	0
39	1	3.0	0
40	1	3.0	0
41	1	3.0	0
42	0	0.75	0
43	1	3.0	0
44	0	3.0	0
45	0	2.25	0
46	0	0.75	1
47	1	1.5	0
48	0	0.75	0
49	1	2.25	0
50	1	0.75	1
51	1	1.5	1
52	0	0.75	1
53	0	2.25	0
54	1	0.75	0
55	1	0.75	0
56	1	0.75	1
57	1	1.5	0
58	0	1.5	1
59	1	1.5	0
60	1	3.0	0
61	1	2.25	0
62	1	3.0	0
63	0	1.5	0
64	0	0.75	0
65	1	0.75	1
66	1	2.25	1
67	0	0.75	1
68	0	1.5	0
69	1	3.0	1
70	1	2.25	1
71	1	3.0	0
72	0	3.0	0
73	0	2.25	1
74	1	3.0	0
75	0	0.75	0
76	0	3.0	0
77	0	3.0	0
78	1	3.0	0
79	0	2.25	0
80	1	0.75	1
81	0	0.75	1
82	1	1.5	0
83	0	1.5	0
84	0	1.5	1
85	1	2.25	0
86	0	3.0	0
87	1	0.75	1
88	0	1.5	0
89	0	1.5	0
90	1	0.75	1
91	0	0.75	1
92	1	3.0	0
93	0	2.25	1
94	0	1.5	0
95	0	3.0	1
96	1	1.5	0
97	1	2.25	0
98	0	0.75	0
99	0	2.25	1
100	1	2.25	0
101	1	2.25	1
102	1	0.75	0
103	1	3.0	1
104	0	2.25	0
105	0	1.5	0
106	0	3.0	0
107	0	3.0	0
108	1	1.5	0
109	1	1.5	0
