	direction	jitter	stop_trial
0	0	0.75	1
1	0	0.75	0
2	0	2.25	1
3	1	0.75	0
4	1	2.25	1
5	0	2.25	0
6	0	2.25	1
7	0	3.0	0
8	0	3.0	0
9	1	1.5	0
10	1	0.75	1
11	1	3.0	1
12	1	0.75	0
13	1	2.25	0
14	0	3.0	0
15	0	2.25	0
16	1	0.75	0
17	0	1.5	0
18	0	1.5	0
19	0	3.0	0
20	1	3.0	0
21	1	1.5	0
22	0	2.25	1
23	0	0.75	0
24	0	1.5	0
25	0	3.0	0
26	0	0.75	0
27	1	2.25	0
28	0	0.75	1
29	0	0.75	0
30	1	2.25	1
31	0	0.75	0
32	0	0.75	0
33	0	0.75	0
34	0	2.25	1
35	0	3.0	0
36	0	2.25	0
37	1	0.75	1
38	0	1.5	1
39	0	0.75	1
40	0	3.0	1
41	0	2.25	0
42	0	2.25	0
43	0	1.5	0
44	1	1.5	0
45	0	0.75	0
46	0	3.0	0
47	0	2.25	1
48	0	1.5	0
49	1	3.0	0
50	1	3.0	0
51	0	2.25	1
52	0	0.75	0
53	1	1.5	0
54	1	3.0	0
55	1	1.5	0
56	1	1.5	0
57	1	3.0	0
58	0	2.25	1
59	1	0.75	0
60	1	1.5	0
61	1	1.5	1
62	1	1.5	0
63	1	3.0	0
64	1	2.25	0
65	0	0.75	0
66	1	3.0	0
67	1	2.25	0
68	1	3.0	0
69	1	2.25	0
70	0	1.5	1
71	1	3.0	0
72	0	1.5	0
73	0	1.5	1
74	1	2.25	0
75	0	1.5	0
76	0	0.75	0
77	0	1.5	0
78	1	2.25	1
79	1	1.5	0
80	0	3.0	0
81	1	3.0	0
82	1	2.25	0
83	1	0.75	0
84	1	0.75	0
85	1	3.0	0
86	0	3.0	0
87	0	1.5	1
88	1	1.5	1
89	1	1.5	0
90	1	0.75	0
91	0	2.25	0
92	1	1.5	1
93	0	1.5	0
94	1	0.75	0
95	1	2.25	0
96	1	3.0	1
97	1	2.25	1
98	1	0.75	0
99	1	2.25	0
100	0	0.75	1
101	1	1.5	0
102	1	3.0	0
103	0	3.0	0
104	1	3.0	0
105	0	3.0	0
106	0	0.75	0
107	0	3.0	0
108	1	2.25	0
109	1	2.25	1
