	direction	jitter	stop_trial
0	0	3.0	0
1	0	2.25	0
2	0	3.0	0
3	1	1.5	0
4	1	0.75	0
5	0	2.25	1
6	0	2.25	1
7	0	2.25	1
8	1	1.5	0
9	0	1.5	0
10	1	3.0	1
11	1	3.0	0
12	1	3.0	0
13	1	0.75	0
14	1	3.0	1
15	1	0.75	0
16	0	1.5	1
17	0	1.5	0
18	1	3.0	0
19	0	1.5	0
20	1	2.25	0
21	0	0.75	1
22	0	0.75	0
23	0	3.0	1
24	1	3.0	0
25	1	0.75	1
26	1	3.0	0
27	0	0.75	1
28	0	2.25	0
29	0	1.5	1
30	1	0.75	1
31	1	0.75	0
32	1	1.5	0
33	1	1.5	1
34	0	0.75	1
35	0	3.0	1
36	1	2.25	0
37	0	3.0	0
38	0	1.5	0
39	1	0.75	0
40	1	0.75	0
41	1	2.25	1
42	1	1.5	0
43	0	3.0	1
44	0	0.75	1
45	0	0.75	0
46	1	3.0	0
47	0	2.25	0
48	1	2.25	0
49	0	3.0	0
50	1	1.5	0
51	1	2.25	0
52	0	3.0	0
53	0	2.25	0
54	0	3.0	0
55	0	3.0	0
56	1	3.0	0
57	1	3.0	0
58	1	2.25	0
59	0	3.0	1
60	0	1.5	0
61	1	1.5	0
62	1	1.5	0
63	1	0.75	0
64	0	1.5	0
65	1	0.75	0
66	1	3.0	0
67	0	3.0	0
68	0	1.5	0
69	0	2.25	0
70	0	0.75	0
71	1	0.75	1
72	0	3.0	0
73	1	2.25	1
74	0	2.25	1
75	1	0.75	0
76	1	0.75	0
77	1	3.0	0
78	0	3.0	0
79	0	3.0	0
80	0	3.0	0
81	0	3.0	0
82	0	1.5	0
83	0	1.5	0
84	1	2.25	1
85	0	0.75	0
86	1	0.75	1
87	1	0.75	0
88	0	1.5	0
89	1	3.0	0
90	1	0.75	0
91	1	0.75	0
92	1	1.5	0
93	0	0.75	0
94	0	2.25	0
95	0	1.5	0
96	1	0.75	0
97	1	3.0	0
98	0	1.5	1
99	0	0.75	0
100	1	2.25	1
101	1	1.5	0
102	1	3.0	0
103	1	3.0	0
104	0	2.25	1
105	0	1.5	1
106	0	3.0	0
107	1	2.25	0
108	1	2.25	0
109	0	2.25	0
