	direction	jitter	stop_trial
0	1	3.0	1
1	0	2.25	1
2	0	0.75	0
3	0	2.25	0
4	1	3.0	0
5	1	2.25	1
6	0	0.75	1
7	0	0.75	0
8	1	2.25	0
9	0	0.75	1
10	1	2.25	1
11	0	3.0	0
12	0	2.25	0
13	1	1.5	0
14	0	0.75	0
15	1	0.75	0
16	1	2.25	1
17	1	0.75	0
18	0	3.0	0
19	0	2.25	0
20	0	1.5	0
21	1	3.0	0
22	0	3.0	0
23	0	2.25	0
24	1	1.5	0
25	0	2.25	0
26	1	2.25	0
27	1	1.5	0
28	1	2.25	0
29	1	1.5	0
30	0	0.75	0
31	0	0.75	0
32	1	3.0	0
33	1	2.25	0
34	1	0.75	0
35	1	3.0	0
36	0	2.25	0
37	0	2.25	1
38	0	2.25	0
39	1	3.0	1
40	1	1.5	0
41	0	2.25	0
42	0	1.5	1
43	0	1.5	0
44	1	2.25	1
45	1	3.0	0
46	1	3.0	1
47	0	3.0	0
48	0	3.0	0
49	1	2.25	0
50	1	3.0	1
51	1	0.75	0
52	0	3.0	1
53	0	3.0	1
54	1	1.5	0
55	0	2.25	0
56	0	2.25	0
57	0	2.25	0
58	1	0.75	1
59	0	3.0	0
60	0	1.5	0
61	1	3.0	0
62	1	1.5	0
63	0	3.0	0
64	1	0.75	0
65	1	1.5	1
66	0	1.5	1
67	0	2.25	1
68	0	1.5	1
69	1	1.5	0
70	0	1.5	0
71	0	0.75	1
72	1	3.0	0
73	1	0.75	0
74	1	1.5	0
75	0	2.25	1
76	1	2.25	0
77	1	1.5	0
78	1	3.0	0
79	1	1.5	0
80	1	3.0	0
81	0	0.75	0
82	1	1.5	0
83	0	0.75	1
84	0	0.75	1
85	0	3.0	0
86	0	3.0	0
87	0	3.0	0
88	1	0.75	0
89	0	3.0	1
90	1	2.25	1
91	0	1.5	0
92	0	2.25	0
93	1	1.5	0
94	1	2.25	0
95	0	3.0	0
96	0	0.75	0
97	0	1.5	0
98	1	3.0	1
99	1	2.25	0
100	1	1.5	0
101	0	2.25	0
102	1	0.75	0
103	1	3.0	1
104	0	1.5	0
105	0	0.75	0
106	0	1.5	0
107	1	3.0	0
108	1	3.0	0
109	1	0.75	0
