	direction	jitter	stop_trial
0	0	2.25	0
1	1	0.75	0
2	0	1.5	0
3	1	2.25	0
4	1	0.75	0
5	0	1.5	0
6	0	3.0	1
7	0	1.5	0
8	1	1.5	0
9	1	3.0	0
10	0	3.0	0
11	0	2.25	0
12	1	0.75	0
13	0	3.0	0
14	0	2.25	0
15	0	3.0	1
16	1	0.75	0
17	1	3.0	1
18	1	2.25	1
19	1	3.0	0
20	0	3.0	0
21	1	3.0	1
22	1	2.25	1
23	0	0.75	0
24	1	2.25	0
25	1	1.5	1
26	1	3.0	0
27	1	3.0	0
28	0	3.0	0
29	1	2.25	1
30	0	1.5	0
31	0	3.0	1
32	0	1.5	0
33	1	0.75	0
34	0	2.25	0
35	0	3.0	0
36	0	0.75	0
37	0	2.25	0
38	1	1.5	0
39	1	2.25	0
40	0	0.75	1
41	0	1.5	1
42	0	0.75	0
43	0	0.75	1
44	0	1.5	1
45	1	2.25	0
46	1	2.25	0
47	0	2.25	0
48	1	1.5	0
49	1	0.75	1
50	0	0.75	0
51	1	2.25	0
52	0	2.25	0
53	0	2.25	0
54	1	1.5	0
55	0	3.0	0
56	0	2.25	1
57	1	2.25	1
58	1	1.5	0
59	1	0.75	0
60	0	0.75	0
61	0	3.0	1
62	1	3.0	0
63	1	0.75	0
64	1	3.0	0
65	1	0.75	1
66	1	2.25	0
67	1	2.25	0
68	1	0.75	0
69	0	3.0	0
70	0	0.75	0
71	0	2.25	1
72	1	1.5	0
73	0	2.25	0
74	1	2.25	0
75	0	1.5	0
76	0	1.5	0
77	1	3.0	0
78	1	3.0	0
79	1	2.25	0
80	0	3.0	0
81	0	1.5	1
82	1	1.5	0
83	1	0.75	0
84	0	2.25	0
85	0	0.75	1
86	1	1.5	1
87	0	1.5	0
88	0	3.0	1
89	0	1.5	0
90	1	0.75	0
91	1	2.25	0
92	1	2.25	1
93	1	1.5	0
94	1	2.25	0
95	1	0.75	0
96	1	0.75	1
97	0	0.75	0
98	0	1.5	1
99	0	0.75	0
100	0	3.0	0
101	0	3.0	0
102	1	2.25	0
103	1	1.5	0
104	0	1.5	0
105	1	2.25	1
106	0	1.5	0
107	0	3.0	0
108	0	2.25	0
109	1	1.5	1
