trial_ID	direction	stop_trial	jitter	block
0	0	0	1.5	1
1	1	0	2.25	1
2	0	0	2.25	1
3	1	1	1.5	1
4	0	1	0.75	1
5	0	0	0.75	1
6	1	0	0.75	1
7	1	0	0.75	1
8	1	1	2.25	1
9	0	0	3.0	1
10	1	0	0.75	1
11	0	0	3.0	1
12	0	0	1.5	1
13	0	0	2.25	1
14	0	1	2.25	1
15	0	0	3.0	1
16	1	0	3.0	1
17	0	0	2.25	1
18	0	0	3.0	1
19	0	0	2.25	1
20	0	0	1.5	1
21	0	0	0.75	1
22	1	0	0.75	1
23	1	1	2.25	1
24	0	0	3.0	1
25	1	0	0.75	1
26	0	0	3.0	1
27	0	0	1.5	1
28	1	0	1.5	1
29	0	0	3.0	1
30	0	0	0.75	1
31	1	0	0.75	1
32	0	0	2.25	1
33	0	0	2.25	1
34	0	1	2.25	1
35	1	0	1.5	1
36	0	1	3.0	1
37	1	0	1.5	1
38	0	0	0.75	1
39	0	1	1.5	1
40	1	1	0.75	1
41	0	0	2.25	1
42	1	1	3.0	1
43	1	0	0.75	1
44	1	0	3.0	1
45	1	0	2.25	1
46	1	0	1.5	1
47	1	1	0.75	1
48	1	0	1.5	1
49	1	0	0.75	1
50	1	1	2.25	1
51	0	1	1.5	1
52	0	1	1.5	1
53	0	0	3.0	1
54	1	0	0.75	1
55	1	1	3.0	1
56	1	0	2.25	1
57	1	0	0.75	1
58	1	0	1.5	1
59	1	0	1.5	1
60	1	1	1.5	1
61	0	0	1.5	1
62	1	0	3.0	1
63	0	0	0.75	1
64	1	0	1.5	1
65	1	0	0.75	1
66	0	0	0.75	1
67	0	1	2.25	1
68	1	0	3.0	1
69	1	1	2.25	1
70	0	0	2.25	1
71	0	0	2.25	1
72	1	0	0.75	1
73	1	1	1.5	1
74	0	0	2.25	1
75	0	0	0.75	1
76	0	0	2.25	1
77	0	1	0.75	1
78	1	0	1.5	1
79	1	0	1.5	1
80	1	0	3.0	1
81	1	0	2.25	1
82	0	0	1.5	1
83	1	0	1.5	1
84	0	1	0.75	1
85	1	0	3.0	1
86	1	0	0.75	1
87	0	0	2.25	1
88	1	0	3.0	1
89	1	1	2.25	1
90	1	0	2.25	1
91	1	0	2.25	1
92	0	0	0.75	1
93	0	0	0.75	1
94	0	1	3.0	1
95	1	1	2.25	1
96	1	0	3.0	1
97	0	1	3.0	1
98	1	0	2.25	1
99	0	0	1.5	1
100	0	0	3.0	1
101	1	0	0.75	1
102	0	0	0.75	1
103	0	0	0.75	1
104	0	0	2.25	1
105	0	0	1.5	1
106	0	0	0.75	1
107	1	0	3.0	1
108	0	0	3.0	1
109	0	1	3.0	1
110	1	0	0.75	1
111	0	0	1.5	1
112	0	1	2.25	1
113	0	0	3.0	1
114	1	0	0.75	1
115	1	0	0.75	1
116	1	1	3.0	1
117	0	1	3.0	1
118	1	0	2.25	1
119	1	1	0.75	1
0	0	0	3.0	2
1	0	0	0.75	2
2	0	0	2.25	2
3	0	1	1.5	2
4	0	0	2.25	2
5	0	0	1.5	2
6	1	0	1.5	2
7	1	0	3.0	2
8	0	1	0.75	2
9	1	0	2.25	2
10	1	0	3.0	2
11	1	0	0.75	2
12	0	1	1.5	2
13	0	1	2.25	2
14	0	1	0.75	2
15	1	0	2.25	2
