	direction	jitter	stop_trial
0	0	1.5	0
1	1	2.25	0
2	1	3.0	0
3	1	0.75	0
4	1	3.0	0
5	1	2.25	0
6	1	0.75	0
7	1	0.75	0
8	0	3.0	0
9	0	2.25	0
10	1	3.0	0
11	1	3.0	0
12	1	2.25	0
13	0	1.5	0
14	1	0.75	0
15	1	2.25	0
16	0	0.75	0
17	1	1.5	0
18	0	3.0	1
19	1	1.5	0
20	0	2.25	1
21	0	0.75	0
22	1	1.5	0
23	0	2.25	0
24	1	3.0	0
25	0	1.5	1
26	1	2.25	0
27	1	0.75	1
28	1	3.0	0
29	1	3.0	0
30	0	2.25	0
31	0	2.25	0
32	1	3.0	0
33	1	0.75	0
34	0	3.0	0
35	0	2.25	0
36	1	0.75	0
37	0	0.75	0
38	1	2.25	0
39	1	3.0	0
40	0	1.5	1
41	0	0.75	1
42	1	3.0	1
43	0	2.25	0
44	0	3.0	1
45	1	3.0	0
46	1	0.75	0
47	1	1.5	0
48	0	3.0	0
49	0	3.0	0
50	1	0.75	1
51	1	0.75	1
52	1	2.25	1
53	0	2.25	0
54	1	1.5	1
55	1	3.0	0
56	0	1.5	0
57	0	1.5	0
58	1	2.25	0
59	0	1.5	0
60	0	1.5	0
61	0	2.25	0
62	0	3.0	0
63	1	3.0	0
64	0	1.5	0
65	1	1.5	0
66	1	1.5	1
67	0	3.0	0
68	0	2.25	0
69	1	3.0	1
70	1	2.25	1
71	0	2.25	0
72	1	0.75	0
73	0	0.75	0
74	0	0.75	1
75	0	0.75	1
76	0	0.75	0
77	0	2.25	1
78	0	3.0	0
79	0	2.25	0
80	0	2.25	0
81	1	0.75	0
82	1	3.0	0
83	0	1.5	0
84	1	3.0	0
85	1	2.25	0
86	0	2.25	1
87	1	1.5	0
88	0	3.0	1
89	1	2.25	0
90	1	1.5	1
91	0	0.75	1
92	0	2.25	1
93	0	1.5	0
94	1	0.75	0
95	0	1.5	0
96	0	3.0	0
97	0	0.75	0
98	1	0.75	0
99	1	2.25	1
100	0	0.75	1
101	0	2.25	0
102	1	1.5	0
103	0	0.75	0
104	1	3.0	0
105	0	2.25	1
106	1	1.5	0
107	0	1.5	0
108	1	3.0	1
109	0	2.25	1
