	direction	jitter	stop_trial
0	1	0.75	0
1	1	0.75	0
2	0	3.0	0
3	1	0.75	0
4	1	3.0	0
5	0	3.0	1
6	1	2.25	0
7	0	1.5	0
8	1	1.5	0
9	0	3.0	0
10	1	3.0	0
11	1	2.25	0
12	0	2.25	0
13	0	0.75	0
14	0	0.75	1
15	0	3.0	1
16	0	1.5	0
17	1	1.5	0
18	0	0.75	0
19	1	0.75	1
20	1	3.0	0
21	0	2.25	0
22	1	2.25	0
23	0	1.5	0
24	1	3.0	0
25	0	2.25	0
26	0	2.25	0
27	0	3.0	1
28	0	0.75	0
29	0	2.25	0
30	1	2.25	0
31	0	3.0	0
32	1	2.25	1
33	0	2.25	0
34	0	1.5	0
35	0	2.25	0
36	1	1.5	0
37	0	3.0	0
38	0	1.5	0
39	1	3.0	0
40	1	1.5	0
41	1	1.5	0
42	1	0.75	0
43	0	2.25	0
44	0	0.75	1
45	0	2.25	1
46	1	3.0	0
47	1	1.5	0
48	0	3.0	0
49	1	1.5	0
50	1	0.75	1
51	1	2.25	0
52	1	0.75	1
53	1	0.75	1
54	0	3.0	0
55	0	1.5	1
56	1	1.5	0
57	0	1.5	0
58	0	1.5	0
59	1	0.75	0
60	1	3.0	1
61	0	0.75	0
62	1	0.75	0
63	1	0.75	0
64	1	1.5	0
65	0	3.0	0
66	1	0.75	1
67	0	3.0	1
68	1	1.5	0
69	0	2.25	1
70	0	3.0	0
71	0	3.0	0
72	0	1.5	1
73	1	0.75	1
74	0	3.0	0
75	0	2.25	0
76	1	1.5	0
77	1	2.25	1
78	0	0.75	0
79	1	1.5	0
80	1	1.5	1
81	1	1.5	0
82	1	3.0	0
83	1	0.75	0
84	1	1.5	0
85	0	3.0	1
86	1	2.25	0
87	0	3.0	1
88	1	0.75	0
89	0	2.25	0
90	0	1.5	1
91	1	1.5	1
92	0	0.75	0
93	1	2.25	1
94	0	1.5	0
95	1	3.0	0
96	0	2.25	0
97	0	0.75	0
98	0	0.75	0
99	0	3.0	0
100	0	3.0	0
101	0	0.75	0
102	1	0.75	0
103	1	0.75	1
104	1	1.5	0
105	0	3.0	1
106	1	2.25	0
107	0	3.0	0
108	1	1.5	0
109	1	1.5	1
