	direction	jitter	stop_trial
0	1	1.5	0
1	0	3.0	1
2	0	1.5	0
3	1	1.5	0
4	1	3.0	0
5	0	1.5	0
6	0	0.75	1
7	0	0.75	0
8	1	3.0	0
9	1	2.25	0
10	1	2.25	0
11	0	0.75	1
12	1	1.5	1
13	0	1.5	1
14	1	3.0	0
15	0	1.5	0
16	1	2.25	0
17	0	2.25	0
18	1	2.25	0
19	1	3.0	1
20	0	1.5	0
21	0	0.75	1
22	1	1.5	0
23	1	3.0	1
24	1	2.25	0
25	0	2.25	0
26	0	2.25	0
27	0	2.25	0
28	1	2.25	0
29	0	2.25	0
30	1	3.0	0
31	1	1.5	0
32	0	1.5	1
33	0	1.5	0
34	0	2.25	0
35	1	2.25	0
36	1	2.25	0
37	0	3.0	1
38	0	0.75	0
39	0	2.25	1
40	1	2.25	1
41	1	1.5	0
42	1	3.0	0
43	1	1.5	0
44	0	2.25	0
45	1	2.25	0
46	1	2.25	1
47	1	3.0	1
48	1	0.75	1
49	0	1.5	0
50	1	1.5	1
51	0	3.0	0
52	0	2.25	0
53	1	1.5	0
54	0	3.0	0
55	0	0.75	0
56	0	0.75	0
57	1	0.75	0
58	0	1.5	0
59	1	2.25	1
60	0	2.25	0
61	0	0.75	1
62	1	3.0	0
63	0	2.25	1
64	1	2.25	0
65	1	2.25	1
66	1	2.25	1
67	1	2.25	1
68	0	3.0	0
69	0	1.5	0
70	0	3.0	0
71	0	3.0	0
72	0	3.0	0
73	0	1.5	0
74	1	2.25	0
75	1	1.5	0
76	1	0.75	0
77	1	1.5	1
78	1	3.0	0
79	0	0.75	0
80	1	2.25	0
81	0	0.75	0
82	0	0.75	0
83	1	2.25	1
84	0	2.25	0
85	0	2.25	0
86	1	1.5	0
87	1	0.75	0
88	1	3.0	0
89	0	3.0	0
90	0	0.75	1
91	0	3.0	0
92	0	0.75	0
93	1	0.75	0
94	1	3.0	0
95	0	1.5	0
96	0	2.25	0
97	1	0.75	0
98	1	0.75	0
99	0	1.5	0
100	0	3.0	1
101	0	1.5	0
102	1	1.5	1
103	1	3.0	0
104	1	1.5	0
105	0	2.25	0
106	0	0.75	0
107	0	3.0	0
108	1	3.0	1
109	1	2.25	0
