	direction	jitter	stop_trial
0	0	0.75	1
1	0	3.0	0
2	0	2.25	0
3	1	1.5	0
4	1	1.5	0
5	1	1.5	1
6	0	3.0	0
7	1	0.75	1
8	1	2.25	0
9	1	2.25	0
10	0	0.75	0
11	1	1.5	1
12	1	2.25	0
13	1	2.25	0
14	1	1.5	1
15	1	0.75	0
16	0	0.75	0
17	0	3.0	0
18	1	1.5	1
19	1	0.75	0
20	1	1.5	0
21	0	0.75	1
22	1	2.25	0
23	0	1.5	0
24	1	1.5	0
25	0	3.0	1
26	0	3.0	0
27	1	1.5	0
28	1	0.75	0
29	1	0.75	0
30	1	1.5	1
31	1	3.0	0
32	1	0.75	0
33	1	2.25	0
34	1	2.25	0
35	0	1.5	0
36	1	0.75	0
37	1	2.25	0
38	1	2.25	0
39	0	2.25	0
40	0	1.5	0
41	0	3.0	0
42	0	1.5	1
43	1	2.25	0
44	1	1.5	0
45	1	0.75	1
46	1	3.0	0
47	1	3.0	0
48	0	3.0	0
49	0	2.25	0
50	0	1.5	0
51	1	0.75	1
52	0	0.75	0
53	0	2.25	1
54	0	3.0	1
55	0	0.75	1
56	0	3.0	1
57	0	0.75	0
58	0	2.25	1
59	0	0.75	1
60	1	1.5	0
61	0	0.75	0
62	1	3.0	1
63	0	3.0	0
64	1	2.25	1
65	1	1.5	1
66	1	3.0	0
67	1	1.5	0
68	1	1.5	0
69	0	3.0	0
70	1	0.75	0
71	0	3.0	0
72	1	0.75	0
73	0	1.5	0
74	1	1.5	0
75	1	1.5	0
76	0	3.0	0
77	0	0.75	0
78	1	0.75	1
79	0	2.25	0
80	0	2.25	1
81	1	3.0	0
82	0	1.5	0
83	0	3.0	1
84	1	3.0	0
85	1	1.5	0
86	0	3.0	0
87	1	0.75	1
88	0	2.25	0
89	1	2.25	0
90	0	0.75	0
91	0	1.5	0
92	1	3.0	0
93	0	2.25	0
94	1	1.5	0
95	0	3.0	0
96	1	0.75	0
97	0	3.0	0
98	0	3.0	0
99	1	2.25	1
100	0	2.25	1
101	1	3.0	0
102	0	2.25	0
103	0	1.5	0
104	0	3.0	0
105	0	1.5	0
106	0	3.0	0
107	0	0.75	0
108	0	0.75	1
109	0	2.25	0
