	direction	jitter	stop_trial
0	1	0.75	1
1	0	2.25	0
2	1	2.25	1
3	1	0.75	0
4	0	2.25	0
5	1	3.0	0
6	1	2.25	0
7	0	1.5	0
8	0	2.25	0
9	1	3.0	0
10	0	2.25	1
11	0	0.75	0
12	1	3.0	0
13	1	1.5	0
14	1	0.75	0
15	1	1.5	1
16	0	2.25	0
17	1	0.75	0
18	1	2.25	0
19	1	1.5	1
20	1	0.75	0
21	0	2.25	0
22	0	3.0	0
23	1	2.25	0
24	1	2.25	0
25	1	3.0	1
26	0	3.0	1
27	0	3.0	0
28	0	0.75	0
29	1	3.0	1
30	1	2.25	0
31	0	1.5	0
32	1	2.25	0
33	0	2.25	0
34	0	0.75	0
35	0	2.25	0
36	0	1.5	1
37	0	2.25	0
38	0	1.5	0
39	1	0.75	0
40	0	3.0	0
41	1	2.25	1
42	1	3.0	1
43	1	2.25	0
44	0	3.0	1
45	0	2.25	1
46	1	1.5	1
47	1	1.5	0
48	1	0.75	0
49	0	3.0	1
50	1	0.75	1
51	1	0.75	0
52	0	1.5	1
53	0	0.75	0
54	0	3.0	1
55	1	1.5	1
56	1	2.25	0
57	0	1.5	0
58	1	3.0	0
59	0	1.5	0
60	1	2.25	0
61	1	3.0	1
62	0	0.75	0
63	0	2.25	1
64	0	0.75	0
65	1	2.25	0
66	1	1.5	0
67	1	1.5	0
68	1	0.75	0
69	1	0.75	0
70	0	2.25	0
71	0	3.0	1
72	0	2.25	1
73	0	1.5	0
74	1	0.75	0
75	0	1.5	0
76	0	3.0	0
77	1	2.25	0
78	1	2.25	0
79	1	2.25	0
80	0	1.5	0
81	0	0.75	0
82	0	2.25	1
83	0	0.75	0
84	0	3.0	0
85	1	1.5	1
86	1	1.5	0
87	1	1.5	0
88	1	3.0	1
89	1	1.5	1
90	1	2.25	0
91	0	2.25	0
92	0	0.75	1
93	0	0.75	0
94	1	0.75	0
95	0	1.5	0
96	0	2.25	0
97	1	1.5	0
98	0	1.5	0
99	1	2.25	0
100	0	0.75	0
101	1	3.0	0
102	1	2.25	0
103	1	3.0	0
104	0	1.5	0
105	0	3.0	0
106	0	2.25	0
107	0	1.5	0
108	0	1.5	0
109	0	0.75	0
