	direction	jitter	stop_trial
0	0	3.0	1
1	0	3.0	0
2	0	0.75	1
3	1	0.75	0
4	0	3.0	0
5	1	2.25	0
6	1	2.25	0
7	0	2.25	0
8	1	2.25	0
9	1	0.75	0
10	0	0.75	1
11	0	1.5	0
12	1	3.0	0
13	0	3.0	0
14	1	0.75	0
15	0	0.75	0
16	0	2.25	0
17	1	3.0	0
18	0	0.75	0
19	1	0.75	1
20	1	1.5	0
21	0	1.5	1
22	0	3.0	1
23	1	3.0	1
24	1	3.0	0
25	0	1.5	1
26	0	1.5	0
27	1	3.0	0
28	0	2.25	0
29	0	1.5	0
30	0	0.75	1
31	0	0.75	0
32	1	2.25	1
33	0	1.5	0
34	0	2.25	0
35	1	2.25	0
36	1	1.5	0
37	1	3.0	0
38	1	2.25	0
39	1	2.25	0
40	0	2.25	0
41	1	1.5	0
42	1	3.0	1
43	1	2.25	0
44	1	2.25	0
45	1	2.25	0
46	1	1.5	0
47	1	1.5	1
48	1	1.5	0
49	0	0.75	0
50	0	1.5	0
51	0	0.75	0
52	1	2.25	1
53	0	0.75	0
54	0	2.25	0
55	0	0.75	0
56	1	3.0	0
57	0	3.0	0
58	1	2.25	1
59	0	3.0	1
60	0	1.5	0
61	0	3.0	1
62	0	1.5	0
63	1	1.5	0
64	0	0.75	0
65	0	3.0	1
66	1	3.0	0
67	0	2.25	0
68	0	0.75	0
69	1	3.0	0
70	1	3.0	0
71	0	2.25	0
72	1	3.0	1
73	1	3.0	1
74	0	2.25	0
75	1	3.0	0
76	0	2.25	1
77	0	1.5	0
78	0	3.0	0
79	0	2.25	1
80	0	1.5	1
81	1	1.5	0
82	1	3.0	0
83	1	3.0	0
84	1	1.5	0
85	1	1.5	0
86	1	1.5	0
87	1	2.25	1
88	0	1.5	0
89	0	2.25	0
90	1	3.0	0
91	1	3.0	0
92	0	3.0	0
93	0	3.0	1
94	0	2.25	1
95	1	2.25	0
96	1	0.75	0
97	1	2.25	0
98	1	1.5	1
99	0	0.75	0
100	0	1.5	0
101	1	2.25	0
102	1	3.0	0
103	0	0.75	1
104	0	0.75	1
105	1	1.5	0
106	1	2.25	0
107	1	1.5	0
108	0	3.0	0
109	0	1.5	0
