trial_ID	direction	stop_trial	jitter	block
0	1	1	0.75	1
1	0	1	0.75	1
2	0	0	3.0	1
3	0	0	0.75	1
4	1	1	0.75	1
5	1	0	0.75	1
6	1	0	2.25	1
7	1	0	2.25	1
8	0	0	2.25	1
9	1	0	0.75	1
10	1	1	0.75	1
11	0	0	0.75	1
12	1	0	3.0	1
13	1	0	1.5	1
14	0	0	1.5	1
15	0	1	0.75	1
16	0	0	3.0	1
17	1	0	3.0	1
18	0	0	3.0	1
19	0	0	3.0	1
20	1	0	3.0	1
21	0	1	0.75	1
22	0	0	1.5	1
23	0	0	0.75	1
24	1	0	0.75	1
25	1	1	0.75	1
26	0	0	3.0	1
27	1	0	0.75	1
28	0	0	3.0	1
29	1	1	0.75	1
30	0	1	2.25	1
31	0	0	2.25	1
32	1	1	0.75	1
33	0	0	0.75	1
34	0	0	3.0	1
35	0	0	3.0	1
36	1	0	2.25	1
37	1	1	2.25	1
38	1	0	3.0	1
39	1	0	3.0	1
40	1	0	1.5	1
41	0	0	3.0	1
42	0	0	2.25	1
43	0	0	0.75	1
44	0	0	2.25	1
45	0	0	2.25	1
46	0	0	2.25	1
47	0	0	0.75	1
48	0	1	3.0	1
49	1	0	2.25	1
50	1	0	1.5	1
51	0	1	1.5	1
52	1	0	2.25	1
53	1	1	0.75	1
54	0	0	1.5	1
55	0	0	1.5	1
56	0	0	3.0	1
57	1	0	0.75	1
58	0	0	3.0	1
59	1	0	1.5	1
60	1	0	3.0	1
61	1	0	0.75	1
62	1	0	3.0	1
63	1	0	1.5	1
64	1	0	1.5	1
65	0	0	3.0	1
66	1	1	3.0	1
67	1	0	3.0	1
68	0	1	3.0	1
69	1	1	2.25	1
70	0	0	1.5	1
71	0	0	1.5	1
72	1	1	2.25	1
73	1	0	2.25	1
74	0	0	1.5	1
75	1	0	3.0	1
76	0	1	0.75	1
77	1	0	3.0	1
78	1	0	2.25	1
79	0	0	3.0	1
80	0	1	1.5	1
81	1	0	2.25	1
82	1	1	0.75	1
83	1	0	2.25	1
84	1	0	1.5	1
85	0	0	0.75	1
86	0	0	2.25	1
87	0	1	0.75	1
88	1	0	2.25	1
89	0	1	3.0	1
90	0	0	3.0	1
91	1	0	0.75	1
92	1	0	3.0	1
93	0	0	0.75	1
94	1	1	0.75	1
95	0	0	0.75	1
96	1	0	3.0	1
97	1	0	1.5	1
98	1	0	3.0	1
99	0	0	3.0	1
100	1	0	2.25	1
101	0	1	3.0	1
102	0	0	1.5	1
103	0	1	3.0	1
104	1	0	3.0	1
105	1	0	1.5	1
106	0	0	1.5	1
107	1	0	2.25	1
108	1	0	0.75	1
109	0	0	3.0	1
110	0	1	2.25	1
111	0	0	0.75	1
112	0	1	0.75	1
113	1	1	1.5	1
0	0	0	2.25	2
1	1	1	1.5	2
2	1	1	1.5	2
3	0	1	0.75	2
4	1	0	0.75	2
5	0	0	0.75	2
6	0	0	3.0	2
7	1	0	2.25	2
8	1	0	1.5	2
9	0	1	0.75	2
10	1	0	0.75	2
11	0	0	0.75	2
12	0	1	2.25	2
13	0	0	0.75	2
14	1	0	3.0	2
15	1	0	3.0	2
16	1	0	0.75	2
17	1	0	0.75	2
18	1	0	0.75	2
19	0	1	2.25	2
20	0	0	0.75	2
21	1	0	1.5	2
22	0	0	1.5	2
23	0	0	0.75	2
24	0	1	1.5	2
25	1	1	1.5	2
26	1	0	0.75	2
27	0	0	2.25	2
28	1	1	0.75	2
29	0	0	2.25	2
30	0	0	0.75	2
31	1	0	1.5	2
32	0	0	3.0	2
33	0	0	3.0	2
34	0	0	0.75	2
35	1	0	3.0	2
36	0	0	0.75	2
37	1	1	0.75	2
38	1	1	2.25	2
39	0	0	1.5	2
40	0	0	1.5	2
41	0	0	0.75	2
42	1	0	2.25	2
43	1	0	3.0	2
44	1	0	0.75	2
45	0	1	2.25	2
46	0	0	0.75	2
47	1	0	2.25	2
48	0	0	2.25	2
49	0	1	1.5	2
50	0	1	0.75	2
51	0	0	0.75	2
52	0	0	2.25	2
53	1	0	1.5	2
54	1	0	1.5	2
55	1	0	0.75	2
56	0	1	0.75	2
57	0	1	1.5	2
58	1	0	3.0	2
59	0	0	1.5	2
60	0	1	3.0	2
61	1	0	2.25	2
62	1	0	3.0	2
63	1	1	1.5	2
64	1	0	1.5	2
65	0	1	1.5	2
66	0	0	2.25	2
67	1	1	3.0	2
68	0	1	1.5	2
69	0	0	0.75	2
70	1	0	2.25	2
71	1	0	3.0	2
72	0	0	2.25	2
73	1	0	3.0	2
74	1	0	0.75	2
75	0	0	3.0	2
76	1	0	3.0	2
77	0	0	3.0	2
78	0	0	1.5	2
79	0	0	1.5	2
80	1	0	1.5	2
81	0	1	1.5	2
82	0	0	2.25	2
83	1	1	3.0	2
84	1	0	1.5	2
85	1	0	2.25	2
86	1	0	2.25	2
87	1	0	2.25	2
88	1	0	1.5	2
89	0	0	1.5	2
90	0	0	3.0	2
91	1	0	3.0	2
92	0	0	0.75	2
93	1	1	2.25	2
94	1	0	0.75	2
95	1	0	3.0	2
96	1	0	2.25	2
97	1	1	3.0	2
98	1	1	0.75	2
99	0	0	0.75	2
100	0	0	1.5	2
101	0	0	1.5	2
102	1	0	1.5	2
103	1	0	3.0	2
104	0	0	2.25	2
105	0	0	0.75	2
106	1	1	2.25	2
107	1	0	1.5	2
108	1	1	1.5	2
109	0	0	0.75	2
110	0	0	1.5	2
111	0	0	1.5	2
112	1	0	1.5	2
113	0	1	3.0	2
