	direction	jitter	stop_trial
0	0	2.25	0
1	0	0.75	0
2	1	1.5	0
3	0	1.5	0
4	0	3.0	0
5	1	1.5	0
6	0	0.75	0
7	1	2.25	0
8	1	2.25	0
9	0	0.75	0
10	1	2.25	0
11	0	2.25	0
12	0	2.25	0
13	1	1.5	0
14	1	0.75	0
15	1	1.5	0
16	0	2.25	1
17	0	1.5	1
18	1	3.0	0
19	1	3.0	1
20	1	0.75	1
21	0	2.25	0
22	0	0.75	0
23	0	1.5	0
24	0	3.0	0
25	0	0.75	0
26	1	3.0	1
27	1	1.5	0
28	1	3.0	0
29	1	3.0	0
30	1	1.5	1
31	0	1.5	0
32	0	1.5	0
33	0	0.75	0
34	0	0.75	0
35	0	3.0	1
36	0	3.0	0
37	0	1.5	0
38	1	0.75	0
39	1	3.0	0
40	1	1.5	0
41	1	3.0	0
42	1	2.25	0
43	0	3.0	1
44	1	3.0	1
45	0	3.0	0
46	0	1.5	0
47	0	1.5	1
48	1	0.75	0
49	1	2.25	0
50	1	3.0	0
51	0	0.75	0
52	0	1.5	0
53	0	3.0	1
54	0	1.5	0
55	1	0.75	0
56	0	1.5	0
57	0	3.0	0
58	0	2.25	0
59	0	0.75	1
60	1	3.0	0
61	1	3.0	1
62	1	2.25	0
63	0	0.75	0
64	0	1.5	1
65	0	1.5	0
66	1	3.0	0
67	0	3.0	0
68	0	0.75	1
69	1	3.0	1
70	0	2.25	1
71	1	0.75	0
72	0	2.25	0
73	1	3.0	0
74	1	3.0	1
75	1	2.25	0
76	0	2.25	0
77	1	2.25	0
78	0	2.25	0
79	1	1.5	0
80	1	3.0	0
81	0	0.75	0
82	0	2.25	0
83	1	2.25	1
84	1	1.5	0
85	0	3.0	1
86	1	0.75	1
87	1	0.75	0
88	1	1.5	0
89	1	3.0	1
90	1	0.75	0
91	0	0.75	0
92	0	1.5	1
93	1	0.75	0
94	1	2.25	0
95	0	3.0	0
96	1	2.25	0
97	0	2.25	0
98	1	3.0	0
99	1	3.0	0
100	0	3.0	1
101	1	3.0	0
102	1	2.25	0
103	0	3.0	1
104	1	2.25	1
105	0	2.25	1
106	0	3.0	0
107	0	1.5	1
108	1	0.75	0
109	1	3.0	0
