	direction	jitter	stop_trial
0	0	2.25	0
1	0	2.25	0
2	1	1.5	0
3	0	2.25	0
4	0	3.0	0
5	0	0.75	0
6	0	3.0	0
7	1	0.75	0
8	0	3.0	0
9	0	3.0	0
10	0	0.75	0
11	0	3.0	0
12	1	3.0	0
13	0	0.75	1
14	0	1.5	0
15	0	0.75	0
16	0	3.0	1
17	0	2.25	0
18	1	3.0	1
19	0	0.75	0
20	1	3.0	0
21	1	0.75	0
22	0	0.75	0
23	0	0.75	0
24	1	3.0	0
25	1	0.75	1
26	1	0.75	0
27	1	2.25	1
28	1	1.5	1
29	0	3.0	0
30	0	0.75	0
31	0	1.5	0
32	0	0.75	0
33	1	1.5	0
34	1	0.75	0
35	0	2.25	0
36	0	3.0	0
37	0	1.5	0
38	1	1.5	1
39	1	0.75	1
40	0	1.5	0
41	0	1.5	0
42	1	2.25	0
43	1	0.75	1
44	1	2.25	1
45	0	1.5	1
46	0	0.75	1
47	0	0.75	0
48	1	0.75	0
49	1	0.75	0
50	0	0.75	0
51	1	3.0	0
52	1	3.0	0
53	0	1.5	0
54	0	0.75	0
55	1	3.0	0
56	1	1.5	0
57	1	1.5	1
58	0	0.75	1
59	1	2.25	1
60	0	3.0	0
61	0	0.75	0
62	0	3.0	0
63	0	2.25	0
64	1	0.75	1
65	1	1.5	0
66	1	3.0	0
67	0	3.0	1
68	0	1.5	0
69	1	0.75	0
70	1	0.75	0
71	0	1.5	0
72	1	0.75	1
73	1	1.5	0
74	1	0.75	0
75	1	0.75	1
76	1	0.75	0
77	1	2.25	0
78	0	3.0	1
79	1	0.75	0
80	0	2.25	0
81	0	1.5	0
82	1	0.75	1
83	1	3.0	0
84	0	3.0	1
85	0	2.25	1
86	1	3.0	0
87	1	0.75	0
88	1	3.0	1
89	0	1.5	0
90	0	2.25	0
91	0	0.75	1
92	1	1.5	0
93	1	3.0	0
94	1	1.5	1
95	0	1.5	0
96	1	1.5	0
97	0	2.25	0
98	0	0.75	0
99	1	1.5	0
100	1	1.5	0
101	0	2.25	0
102	1	3.0	1
103	0	3.0	1
104	1	2.25	0
105	1	2.25	0
106	1	2.25	0
107	1	3.0	0
108	0	0.75	0
109	1	2.25	0
